last_name	first_name	degree	username	description
Kulik	Laura M.	MD	lmk445	
Logemann	Jerilyn	PhD	logemann	"<p>Dr. Logemann's research focuses on speech and swallowing disorders, which co-occur in a large number of patient groups including individuals treated for head and neck cancer. The research is designed to increase our understanding of neural control of speech and swallowing in normal individuals from birth through senescence and increase our understanding of the effects of structural and neurologic damage on the control of these two functions. Through Dr. Logemann's program project, she has further defined normal speech and swallowing physiology, which has served as a basis for comparison of function in patients treated for head and neck cancer. This research has also defined a number of voluntary swallowing maneuvers, which have been utilized in the rehabilitation of head and neck cancer patients as well as in other patients with swallowing disorders. The nature of swallowing and speech disorders after specific treatments for particular site and stage of head and neck cancer and the factors that determine these treatment effects have been identified for some treatments. The role of extent of resection in laryngeal cancer patients and functional recovery also has been described. A functional status scale, the Performance Status Scale for Head and Neck Cancer (PSS HNC), was validated for use in clinical trials and other protocols evaluating treatment effects on function. Procedures for temporal and biomechanical measurement of oropharyngeal swallow have been developed and applied to a number of patient types. These measurements have helped to define the abnormal physiologic components of swallow as well as the components of swallow, which need focus in rehabilitation. All of these contributions have been utilized by a number of other investigators and clinicians and have affected the care of head and neck cancer patients."
Platanias	Leonidas	"MD, PhD"	lpl530	<p>Dr. Platanias joined the Robert H. Lurie Comprehensive Cancer Center in 2002.  His research interests are in understanding signaling pathways involved in leukemic cells.  His laboratory performed studies leading to the identification of the p38 MAP kinase cascade as a key signal pathway in Type I interferon signaling. He also showed that inhibitors of the p38 MAP kinase enhance the antileukemic properties of arsenic trioxide. Dr. Platanias's study also led to the discovery of protein kinase C-delta as a regulator of gene transcription by retinoids in malignant cells. His laboratory also demonstrated that MAP kinase pathways are essential for the antileukemic properties of imatinib mesylate (STI571) in chronic myelogenous leukemia.
Strizzi	Luigi	"MD, PhD"	lst288	
Van Horn	Linda	PhD	lvanhorn	"<p>Dr. Van Horn's research examines the role of diet, including complex carbohydrate, soy and fiber,  in the prevention and treatment of chronic disease. Populations of recent interest involve women (Women's Health Initiative) and children (Dietary Intervention Study in Children (DISC). In addition, ongoing research on the emphasis on the prevention and treatment of obesity through increased physical activity and modified diet is under examination. Current breast cancer related and NCI-funded studies include follow-up on diet-induced hormone changes in childhood involving measures of DEXA and breast density among young women. Also, the Nutrition and Physical Activity Assessment Study involves a comparison between self-recorded measures of diet and physical activity and energy expenditure using doubly labeled water in post-menopausal women, a subgroup of the Women's Health Initiative."
Lilian	Wang	MD	lwa380	
Wagner	Lynne	PhD	lwa710	"<p>Dr. Wagner's current research interests are in the area of cancer symptom management and measuring quality of life in the context of cancer clinical trials. She is a Principal Investigator or Co-Investigator on NIH, ACS, and industry sponsored clinical research projects in the area of cancer symptom management, specifically on projects investigating the identification of clinically significant fatigue, pain, and distress. Dr. Wagner also serves as Co-Chair of the ECOG Outcomes Subcommittee and Symptom Management Consortium. In this capacity, she is a study co-chair on numerous ECOG protocols, including initiatives in non-Hdogkin's lymphoma,.and symptom management to provide expertise on the measurement of patient reported outcomes."
Zhou	Liang	"MD, PhD"	lzv208	
Brown	Melissa	PhD	mab752	"<p>Dr. Brown's laboratory is focused in two areas: the study of mechanisms that control expression of Interleukin 4 (IL-4) in mast cells and T cells and determination of the role of mast cells in protective and pathological immune responses. The tightly regulated expression of IL-4 by T cells and mast cells is a key factor for maintaining protective immunity. The expression of IL-4 by mast cells is particularly interesting in view of recent studies demonstrating that mast cells play a critical role in gut and lung immunity. Mast cells present in these sites are potent producers of IL-4 and other cytokines and thus can influence many processes including the generation of T helper responses, B cell growth, differentiation and antibody production as well as the recruitment of inflammatory cells.  The ultimate goal of the studies in Dr. Brown's laboratory is to better understand modulation of the innate immune response.  Such information can potentially be applied to immuno-therapeutic approaches to malignancy."
Agulnik	Mark	MD	mag641	
Hummel	Mary	PhD	mah834	"<p>Dr. Hummel's lab studies the molecular mechanisms by which cytomegalovirus (CMV) establishes latent infection, in which the DNA is present but no virus is produced, and the mechanisms by which the virus reactivates, starts actively replicating and induces disease in vivo. Cytomegalovirus is a ubiquitous herpesvirus which latently infects the majority of adults. Reactivation of latent virus occurs frequently, and in immunocompromised individuals, such as recipients of solid organ and bone marrow transplants, reactivation of CMV is associated with significant morbidity and mortality. Allogeneic bone marrow transplantation is frequently used in cancer patients. Complications arising from CMV infection and graft-versus-host disease have hindered the success of this treatment. HCMV pneumonia, which occurs in 10-20% of all allogeneic bone marrow transplant recipients, is associated with a mortality rate of 50%. Mice latently infected with murine CMV are used as a model for studying the role of allogeneic transplantation and inflammatory cytokines in inducing reactivation from latency in vivo.  Transgenic mice carrying a beta-galactosidase reporter gene under the control of the HCMV IE promoter and mice deficient in various cellular genes are being used to identify cellular genes involved in reactivation of CMV during transplantation.  In addition, Dr. Hummel's lab is investigating the role of epigenetic factors in maintaining latent infection.  These factors are thought to be responsible for transcriptional silencing of the genome during latency, which allows the virus to escape immune surveillance by the host."
Makoul	Gregory	PhD	makoul	"<p>Dr. Makoul is Professor and Director of the Center for Communication and Medicine, Division of General Internal Medicine. His research includes large, multi-site studies of physician-patient communication and decision making, as well as innovative studies of multimedia interventions. He is currently Principal Investigator on grants from the: (1) NCI to develop and test a practical, office-based, computer-assisted counseling tool designed to help patients make an informed decision about participating in colorectal cancer screening (R21); (2) American Cancer Society-Illinois Division to develop and test a patient education program on colorectal cancer, designed specifically for Hispanic/Latino patients; and (3) The Arthur Vining Davis Foundations to develop and test tools that facilitate caring communication for women with breast cancer. Complementing the research on communication, he developed the most widely used framework for teaching and assessing provider-patient communication skills in North America."
Simon	Melissa	"MD, MPH"	mas572	
Madonna	Mary Beth	MD	mbm363	
Bredel	Markus	"MD, PhD"	mbr791	
Jewett	Michael	PhD	mcj730	
Clayman	Marla	PhD	mcl194	"<p>Dr. Clayman is an Assistant Professor with the Center for Communication and Medicine at Northwestern University's Feinberg School of Medicine. She received both her MPH (1999) and her PhD (2003) from the Johns Hopkins University School of Public Health. Prior to joining the faculty at Northwestern, Dr. Clayman was a Cancer Prevention Fellow in the Division of Cancer Prevention and the Division of Cancer Control and Population Sciences at the National Cancer Institute in Bethesda, Maryland. Her research focuses on patient-provider communication, communication throughout the cancer continuum, and healthcare decision making. This includes a focus on development of Computer-Assisted Counseling Tools (C-ACTs), drawing on communication science to optimize message design and message delivery; facilitating caring communication between patients, family members, nurses, physicians, and other caregivers in the context of breast cancer; and evaluating decision making among women with recurrent breast cancer. She is a co-investigator on an R21 and an ACS grant in these areas (G Makoul PhD, PI)."
Martini	Mary	MD	mcm469	"<p>Dr. Martini is a clinical researcher and serves as the Director of the Pigmented Lesion and Melanoma Clinic. Her research interest is in developing new in vivo imaging techniques of pigmented lesions. Current methods used by clinical dermatologists involve dermoscopy-cutaneous surface microscopy, and confocal laser scanning microscopy. These methods are limited because they do not image deeper structural components of the dermis, and poorly image amelanotic tumors. Polarized light is a novel means to yield information of deeper tissue structures. Dr Martini is using the newly designed Stokes Polarization Imaging System to image benign and malignant melanocytic lesions. This system provides far superior high contrast images since it uses both linearly polarized and circularly polarized light. Each polarization type yields different data. She plans to evaluate the diagnostic potential of the noninvasive Stokes Polarization Imaging system by comparing visualized images with photographic images, histopathologic and dermoscopic features of benign, atypical and malignant tumors of melanocytes."
Cianfrocca	Mary	DO	mec985	
Peter	Marcus	PhD	mep418	
Hersam	Mark	PhD	mhe663	
Ansari	M. Javeed	MD	mja387	
Hendrix	Mary	PhD	mjh531	"<p>The scientific objectives of the Hendrix laboratory include identifying genes which contribute to cancer metastasis and other related diseases which exhibit similar biological activities. The major goal is to define important structure/function relationships, which provide the biological basis for new therapeutic strategies. Recent studies, in collaboration with the National Human Genome Research Institute at NIH and Translational Genomics Research Institute (TGen), have generated molecular classification(s) of specific tumors, and have provided new prognostic markers and novel targets for therapeutic intervention. In addition, these studies have identified certain genes that are dysregulated during cancer progression and may also be aberrant during development, resulting in birth defects. Current research activities focus on elucidating how regulatory molecules and phenotype control genes govern cell-to-cell and cell-to-matrix interactions, epithelial/mesenchymal transitions, and motility. Specific projects include signal transduction events initiated by cell adhesion molecules and growth factors; factors regulating interconversion of the tumor cell phenotype; novel three-dimensional analysis of cellular invasion through extracellular matrices; regulation of matrix metalloproteinases by tumor and stromal cell interactions; tumor angiogenesis and vasculogenesis; and the epigenetic role of the microenvironment in determining cell fate and tumor cell plasticity."
Kluppel	Michael	PhD	mka170	
Klôppel	Michael	PhD	mka170	
Kibbe	Melina R.	MD	mki094	"<p>Dr. Melina R. Kibbe's research focuses on the role of nitric oxide in inhibition of vascular smooth muscle cells. In the past, she had worked extensively with adenoviral mediated gene therapy using the iNOS gene in various models of arterial injury. Concurrently, to determine how nitric oxide is able to exert its beneficial effects to the vasculature, she has focused on how nitric oxide is able to inhibit vascular smooth muscle cell proliferation at the cellular level. She has studied the role of nitric oxide in regulation of the cell cycle as well as its interaction with different signaling pathways involved with cellular proliferation, including cGMP and MAPK pathways. Furthermore, she has studied the role of nitric oxide in mediating vascular smooth muscle cell apoptosis, with specific attention to the importance p53. More recently, in her efforts to elucidate the mechanism involved in nitric oxide mediated inhibition of vascular smooth muscle cell proliferation, she has been examining role of nitric oxide in regulating the ubiquitin-proteasome mediated degradation of cell cycle proteins."
Kletzel	Morris	MD	mkletzel	"<p>Dr. Kletzel is the Head of the Division of Hematology/Oncology/ and Stem Cell Transplantation at Children's Memorial Hospital.  In addition, Dr. Kletzel is the Director of the Stem Cell Laboratory.  His laboratory has developed molecular techniques to detect minimal residual disease in patients with neuroblastoma and leukemia.  RT-PCR is used to detect tyrosine hydroxylase in peripheral blood and bone marrow as a marker of minimal residual disease in neuroblastoma and the WT1 gene for leukemia. His studies indicate that the detection of WT1 in blood samples obtained following induction therapy in patients with ANLL is associated with poor prognosis."
Rundell	Mary Kathleen	PhD	mkr389	"<p>This laboratory studies the DNA tumor virus, SV40, and its ability to transform human cells in culture. The virus encodes two proteins, large-T (LT) and small-t (ST), both of which are necessary for human cell transformation. These proteins alter behaviors of cells in culture, but do not immortalize them, so telomerase is also used to maintain stably transformed cells. The role of LT in transformation is well defined, because of its interaction with known tumor suppressor genes, pRB and p53. The role of ST is less well understood but its interaction with protein phosphatase 2A (PP2A) is essential. A current approach is to use activated cellular functions in an effort to replace ST.  To date, ST has been at least partially replaced by a combination of the cellular functions, PKC-zeta and akt.  In human mesothelial cells, ST also plays a major role in allowing high levels of episomal viral genomes to be maintained. This is a very unusual virus-host interaction for SV40, but is likely to be important in the persistence of papovaviruses in the human population and in the potential promotion of some human cancers. The mechanisms through which episomal maintenance occurs in SV40 are being explored."
Lamm	Marilyn	PhD	mll903	"<p>The overall research goal of the Lamm laboratory is to understand how cancer cells that have escaped the primary tumor are able to establish secondary tumors in specific metastatic sites such as bone. The central hypothesis is that invading cancer cells and tissue host stromal cells collaborate via reciprocal signaling pathways to promote metastatic cancer. Current research focuses on characterizing the role of the Sonic hedgehog-Gli signaling pathway in reciprocal interactions between epithelial-derived prostate cancer cells and host stromal cells in bone, the predominant site of metastatic spread of prostate carcinoma. Sonic hedgehog (Shh) is a secreted glycopeptide that binds a transmembrane receptor protein, patched (Ptch), and activates an intracellular signaling cascade leading to transcriptional activation or respression of specific target genes by the Gli family of transcription factors (Gli1, Gli2, and Gli3). The Shh-Gli pathway plays critical roles in patterning diverse structures during vertebrate development. Dysregulation of the pathway during postnatal life has been associated with several human cancers including digestive tract cancers, small-cell lung cancer, basal cell carcinoma, medulloblastoma, sarcomas, and gliomas. Dr. Lamm has identified an important role for Shh-Gli signaling in prostate embryonic development and prostate tumorigenesis. Major goals of the current research are to establish a role for the Shh-Gli pathway in the development and growth of metastatic prostate carcinoma in bone and identify pathway-specific target genes for more effective therapeutic strategies in the fight against prostate cancer metastasis."
Mondragon	Alfonso	PhD	mondrago	"<p>Dr. Mondragon's work is concerned with the structure and fuction of macromolecules. In particular, he is interested in three broad areas: DNA topoisomerases, RNase P, and spectrin. His work on topoisomerases seeks to understand how this enzymes, a major therapeutic target, work at the atomic level. He is studying topoisomerases from bacteria, archaea and eukarya. Dr. Mondragon also works on the structure of a universally conserved ribozyme, RNase P. His structural work on this key ribozyme addresses the major differences between RNase P from different organisms. Finally, he is also studying the interactions of spectrin and ankyrin, two vital components of the red blood cell cytoskeleton."
Morimoto	Richard	PhD	morimoto	"<p>Dr. Morimoto's laboratory investigates how the cellular folding environment responds to changes such as protein expression patterns, stress and aging.  Expression of one misfolded protein can disrupt the global balance of protein folding quality control, resulting in the loss-of-function of diverse metastable proteins with destabilizing temperature-sensitive mutations.  Similarly, metastable proteins are damaged as organism's age.  These proteins, even if innocuous under normal physiological conditions, significantly enhance the cellular folding dysfunction.  Thus, weak folding mutations throughout the genome can function as modifiers of cellular toxicity.  Up-regulation of molecular chaperone appears to be associated with oncogenesis and cellular transformation.  Drugs that affect the regulation of the heat shock response are therefore useful for both research into the molecular mechanisms of tumorigenesis and, potentially, in clinical applications.  The Morimoto laboratory is searching for small molecule modifiers of chaperone function.  Since many cancer-associated mutations cause alteration of the native folded conformation of an affected molecule, the understanding of cellular responses to the appearance of misfolded proteins is also important."
Ring	Melinda	MD	mrr427	
Goel	Mita	MD	msg540	"<p>Dr. Sanghavi Goel specializes in health services research examining racial/ethnic disparities in breast cancer care. Specifically, Dr. Sanghavi Goel has evaluated disparities in breast cancer prevention behaviors, cancer screening, and cancer treatment using large databases such as the National Health Interview Survey and the Surveillance Epidemiology and End Results program. Additionally, Dr. Goel is partnering with members of General Internal Medicine and the Program in Communication & Medicine to focus on the influence of communication on breast cancer care disparities.  She is a recent recipient of a K12 award."
Soares	Marcelo Bento	PhD	msp325	"<p>The Soaresê laboratory is pursuing global and integrated analyses of the genome, epigenome and transcriptome of neuroblastomas, aimed at uncovering interdependent alterations of functional significance to their remarkable heterogeneity in biological characteristics and clinical behavior. These investigations are likely to reveal patterns of value for patient stratification and prediction of clinical outcome. An important goal of this research is the investigation of the potential role that global hypomethylation may play in promoting genome instability in neuroblastomas. Another collaborative project under development in the Soaresê laboratory is investigating epigenomic changes underlying altered gene expression and genome instability in ependymomas, while assessing their value for prognosis and patient stratification. In a related project, these investigators are ascertaining the genotoxic effect of DNA damaging chemotherapeutic agents in ependymomas, in particular with regard to the potential of these drugs to elicit activation of retrotransposable elements. Additional research in the Soaresê laboratory focuses in the analysis of an identified altered gene expression signature in metastatic dedifferentiated chondrosarcoma. Also related to this project is the investigation of the contribution of the microenvironment to the gene expression profiles of Swarm rat chondrosarcomas grown subcutaneously, orthotopically (in the tibia) or in the lungs."
Wolf	Michael	PhD	mwo292	"<p>Dr. Wolf is an Assistant Professor and a social/behavioral scientist and health services researcher with expertise in health literacy, learning, and cognition, health behavior, and health disparities. Over the past two years, he has co-authored nine published papers on colorectal, breast, and prostate cancer, with two more in press. He has 19 peer-reviewed publications related to health literacy (out of a current total of 32), and was the primary author on the first population-based study to link inadequate health literacy to poorer overall health and higher prevalence of preventable diseases (Arch Int Med 165:1946-52, 2005). In addition, he recently presented findings at two national healthcare meetings describing the association between limited health literacy and mortality risk among Medicare enrollees (paper under review, N Engl J Med). His work on consumer medication information for prescribed drugs across all disease contexts, including cancer, has received national awareness (New York Times, October 26, 2005). Dr. Wolf is currently federally and privately funded to conduct both epidemiological and interventional studies addressing health-related literacy issues. He is beginning his third year under a K01 award through the Centers for Disease Control and Prevention to address health literacy as a health disparities issue for disease self-management (including use of colorectal cancer screening services and prostate cancer decision making) via work in federally qualified health centers (1 K01 EH000067-01)."
Zhang	Ming	PhD	mzh511	
Laurie	Nikia	PhD	nal829	
Contractor	Noshir	PhD	nco146	
Hijiya	Nobuko	MD	nhi230	
Krett	Nancy	PhD	nkrett	"<p>Dr. Krett's research effort is directed at understanding abnormalities in signal transduction pathways in malignant hematopoietic cells to identify novel therapeutic approaches for the treatment of these diseases. In collaboration with Dr. Steven Rosen, Dr. Krett's studies focus on evolution of glucocorticoid hormone resistance in multiple myeloma cells during treatment.  These studies focus on identification of the molecular intermediates which confer –steroid resistance” in treated subjects.  Dr. Krett's laboratory is also involved in the development of novel therapeutics for the treatment of this incurable disease. Dr. Krett and Dr. Rosen have identified a new class of purine analogs which inhibit RNA synthesis and thus present a new approach for killing slowly proliferating  malignant cells, such as multiple myeloma and indolent B-cell lymphoma. These preclinical studies have resulted in bringing one of these agents, 8-Chloroadenosine, into a  phase I clinical trial.  Dr. Krett and Dr. Rosen are is also investigating protein kinase C (PKC) as another potential molecular target in malignant lymphoid disease.  Based on laboratory observations, Dr. Krett and Dr. Rosen are involved in pre-clinical development of the protein kinase C inhibitor Enzastaurin as a potential targeted therapy for both multiple myeloma and cutaneous T cell lymphoma."
Kelleher	Neil	PhD	nlk432	
Hansen	Nora	MD	nmh249	"<p>Nora Hansen, MD, a national leader in the field of breast cancer research and treatment, is the new director of the Lynn Sage Comprehensive Breast Center at Northwestern Memorial Hospital. Dr. Hansen will have a crucial role in the development and growth of the Lynn Sage Comprehensive Breast Center, increasing the clinical research program and transitioning the center into Northwestern Memorial Hospital's new Prentice Women's Hospital. Prior to her appointment at Northwestern, Dr. Hansen spent eight years at the John Wayne Cancer Institute in California, where she was the Associate Director of the Joyce Eisenberg Keefer Breast Center. There she was involved in several clinical trials, including ones that focused on evaluating new techniques to reduce the extent of surgery, such as sentinel node biopsy and radiofrequency ablation of breast tumors. A less invasive but highly effective technique to search for cancer cells, the sentinel node biopsy is used to determine the stage of the patient's cancer by detecting if it has spread to nearby lymph nodes without using radical surgery. The technique has become the standard of care for breast cancer patients and was pioneered at the breast center at John Wayne. Dr. Hansen also supports a focus on breast conservation. At the Lynn Sage Center, Dr. Hansen will support ongoing research into the causes and treatments of breast cancer and foster clinical trials initiatives."
Yaseen	Nabeel	"MD, PhD"	nya489	"<p>Dr. Yaseen studies the pathogenesis of acute myeloid leukemia (AML), with particular focus on the nuclear pore protein (nucleoporin) Nup98 gene, which is a frequent target of chromosomal rearrangements in AML. Dr. Yaseen showed that products of Nup98-HOX9 translocation acts as an aberrant transcription factor in AML, with a stronger and wider transcriptional activity than wild-type HOXA9. Leukemias associated with Nup98 gene rearrangements tend to be aggressive, with a poor response to therapy. The aim of Dr. Yaseen's research is to understand the mechanism of the transforming activity of Nup98-HOXA9, identifying genes that are directly regulated by Nup98-HOXA9 and assessing effects of Nup98-HOXA9 on proliferation, cell cycle, differentiation, and apoptosis. These studies should clarify the mechanisms and pathways involved in Nup98-HOXA9 leukemogenesis and suggest possible targets for therapeutic intervention."
Frankfurt	Olga	MD	ofr043	
Volpert	Olga	PhD	olgavolp	"<p>Dr. Volpert's research interests include two main directions:  (a) regulation of the angiogenic switch in human disease, especially cancer and ocular disease and (b) mechanistic analysis of the signaling and transcriptional events required for the function of natural inhibitors of angiogenesis. These studies are aimed to uncover novel molecular mechanisms in the regulation of angiogenesis on two main levels: (a) the genetic and epigenetic regulation of the tissue-derived angiogenic inhibitors and stimuli and (b) the events leading from the endothelial surface receptors to the target genes, which, in turn, execute molecular programs leading to the endothelial cell apoptosis and thus disruption of neovascularization. While providing fundamental knowledge of the tumor and endothelial cell biology, these studies also generate important information that could be used for the development of anti-angiogenic compounds, or the multi-compound –complementation” combinations, which block neovasculature with maximal efficacy."
Uhlenbeck	Olke	PhD	ouh865	"<p>The Uhlenbeck laboratory investigates the fundamental mechanisms of protein synthesis with a particular interest in RNA biochemistry.  The laboratory is focused on three questions. 1) Hammerhead Ribozyme: This 35 to 45 nucleotide RNA motif derived from a viroid undergoes autocatalytic cleavage at a unique site and has been proposed to be a useful gene therapy reagent.  The laboratory is determining the mechanism of this ribozyme by developing  a kinetic and thermodynamic framework for the cleavage reaction.  2) The Recognition of tRNA:__The laboratory's interest is currently focused in three areas. (a) The attachment of the amino acid onto tRNA. (b) Interaction of tRNA with elongation factor Tu.  (c) The interaction of tRNAs with the ribosome.  (3) E. coli DbpA. _DEAD/H proteins are a large family of proteins that participate in many different pathways of RNA metabolism. Most DEAD/H proteins are RNA-dependent ATPases and a few show RNA helicase activity.  Whereas the exact function of DEAD/H proteins remains unclear, a popular model is that they catalyze the disruption of short RNA helices. The laboratory investigates the mechanism of DbpA as a model system for the investigation of DEAD/H proteins. The lab's extensive experience with nucleic acid enzymes, the analysis of protein-RNA interactions and the synthesis and purification of RNA make it a valuable local resource for those studying problems in cancer molecular biology involving RNA molecules."
Messersmith	Phillip	PhD	pbm864	
Kopp	Peter	MD	petekopp	"Dr. Peter Kopp's research focuses on various forms of thyroid disease. Principal areas of interests are the role of activating mutations of the thyrotropin (TSH) receptor in congenital hyperthroidism and regulation of growth and differentiation in thyroid follicular cells and their evolution to cancer. In addition, Dr. Kopp's laboratory has identified gene polymorphism's in androgen metabolism in order to define determinants of steroid hormones and prostate cancer risk in men."
Gerami	Pedram	MD	pge203	
Grippo	Paul	PhD	pgr517	
Greenland	Philip	MD	pgreenld	
Spear	Patricia	PhD	pgspear	
Iannaccone	Philip	"MD, PhD"	philip	"The main focus of Dr. Philip Iannaccone's research is a critically important
        genetic pathway which regulates growth and development to study paradigms
        of consequences of environmental exposure on health. The ligand Sonic
        hedgehog, the receptors Patched and Smoothened, and the GLI family of
        transcription factors represent a pathway critical to the normal development
        of disparate organs due to their regulatory functions at the nexus of
        mesenchymal differentiation. Sonic hedgehog is critical to development
        and evidence suggests that GLI mediates regulation of differentiation
        and proliferation through BMP4 in several organs including the lung, prostate
        and the GI tract. Dr. Iannaccone's experiments will provide data of great
        significance to cancer because GLI is a known oncogene associated with
        rhabdomyosarcoma, glioblastoma, and medulloblastoma. In addition, Basal
        cell carcinoma (BCC) is the most common cancer in man and mutations in
        Patched or overexpression of GLI are both strongly associated with BCC.
        Dr. Iannaccone's lab is working to establish the regulation of the GLI
        genes at a transcriptional, post-transcriptional, and functional (protein-protein
        interactions) level. The long-term goals of his work will be to determine
        pathways of development involving GLI genes and their interactions with
        environmental exposures, in order to establish mechanisms of interactions
        with downstream targets. Dr. Iannaccone has established the genomic organization
        of the human gene, the role of a VP16 like domain in transactivation by
        GLI, and has isolated the human promoter. Dr. Iannaccone's team now has
        data indicating the major trans factors which regulate human GLI transcription
        in rhabdomyosarcoma and they have identified a mechanism for this regulation.
        The work will very likely provide important general models of transcription
        factor activity whose utility will extend to a wide variety of developmental
        and cancer problems. Clearly understanding the pathways and the biochemical
        mechanism of action of developmental genes will be necessary in order
        to determine mechanisms of carcinogenesis and to design rational therapeutic
        approaches to cancers caused by dysregulation of these genes."
Hande	Ozdinler P.	PhD	pho669	
Pinto	Lawrence	PhD	pinto	"<p>Dr. Pinto's laboratory is interested in defining the mechanism of viral induced membrane fusion.  He has collaborates with Dr. Lamb and along with Dr. Lamb provides considerable expertise to the members of the Viral Oncogenesis Program whose work is focused on the entry of viruses associated with human cancers.  Pinto's work determined the acidifying factor of influenza B virus and identified the molecular mechanism for gating of the influenza A and B virus acidifying factors. These factors are the A/M2 protein of influenza A virus and the BM2 protein of influenza B virus. Both are homotetrameric integral membrane proteins with a single extracellular domain, a transmembrane domain that contains a pore through protons must flow and a cytoplasmic tail domain. Pinto's group determined that the BM2 protein, previously thought to be a cytoplasmic protein, is capable of acidifying the virus, a step that is a necessary prerequisite for viral uncoating. The group also showed that one of the residues in the transmsmbrane domain, a tryptophan near the inner membrane leaflet, lines the pore of the oligomer and also acts as a •gateê that opens and shuts to permit protons to flow or stop protons from flowing through the pore. Pinto's laboratory partipates in the Center for Functional Genomics and has identified three mutations that affect the visual system. One of these mutations results in abnormal flecks being formed"
Kulesza	Piotr	"MD, PhD"	pkm672	
Stein	Paul	PhD	pls643	"<p>Dr. Stein's research focuses on the signal transduction mechanisms underlying differentiation of cells. Fyn is required for natural killer cell (NKT) cell development, but not for conventional T cells. Dr. Stein recently discovered that fyn mutants lack an unusual T lymphocyte subset called NKT cells. While not much is known about the function of NKT cells, they can potently suppress autoimmune disorders and GVHD, a common side effect of bone marrow transplants used to treat cancers. Dr. Stein's newer work has emphasized the interactions between Src kinases and a signaling adapter molecule called SAP. This gene is mutated in the disease, XLP, in which patients often develop B cell lymphomas. The Stein team discovered a novel adapter protein that binds to a variety of signaling molecules, and has the ability to activate Src kinases. This protein is expressed primarily in epithelial tissues, and Dr. Stein is currently undertaking studies to determine whether it may be altered in breast cancer."
Sheean	Patricia	"PhD, RD"	pms459	
Siziopikou	Kalliopi	"MD, PhD"	psg779	
Stern	Paula	PhD	pstern	<p>Dr. Stern is a highly renowned scientist in the biology of bone resorption.  She has utilized her knowledge in bone biology and applied it to the study of bone metastasis in prostate cancer.  The metastases elicit a pattern of abnormal bone formation and can result in severe pain.  Identification of mediators of the bone responses could lead to the development of therapeutic approaches to prevent the effects or alleviate the symptoms of metastatic prostate cancer.  Dr. Stern has recently developed a prostate cancer cell and bone co-culture model to investigate the role of and interaction of candidate growth factors on the osteoblast mitogenic and bone-forming effects of prostate cancer.
Schumacker	Paul	PhD	pts987	"<p>The Schumacker lab is currently studying the role of succinate dehydrogenase (Sdh) in tumorigenesis. Sdh is a tumor suppressor gene comprised of four subunits (A,B,C and D) that form Complex II of the mitochondrial electron transport chain. This complex also functions as a component of the Krebs cycle. Genetic disruptions of subunits B, C and D have been linked to the development of pheochromocytoma or paragangliomas, whereas defects in SdhA result in the metabolic deficiency of Leigh's syndrome. His laboratory has previously shown that increases in reactive oxygen species (ROS) production by the mitochondria triggers Hypoxia-Inducible Factor activation in hypoxia. HIF activation has been linked to tumor angiogenesis, tumor progression and metastasis. Disruption of SdhB, C or D causes an increase in ROS production at SdhA, which could trigger HIF activation and contribute to mitochondrial and genomic instability through oxidative stress. The laboratory is testing the hypothesis that the tumor phenotype associated with genetic defects in SdhB, C or D is a consequence of increased ROS production and HIF activation, whereas defects in SdhA prevent ROS formation and HIF activation while they inhibit ATP formation."
Gao	Qingshen	MD	qga571	"<p>The Gao laboratory focuses on dissecting the BRCA2 tumor suppressor pathway using two approaches: first, to determine the proteome of the BRCA2 pathway; second, to identify the BRCA2 regulated genes at transcriptional level using microarray and Chip-Chip assays.  The proteome of the BRCA2 pathway is being analyzed by three complimentary methods: Yeast two hybrid assays, TAP purification plus mass spectrometry and Chromatography plus mass spectrometry.  Data from these three approaches are integrated to obtain the whole proteome of BRCA2 pathway.  The BRCA2 regulated genes at transcriptional level are in the process of being elucidated using microarray and CHIP-CHIP technology.  The ultimate goal of Dr. Gao's group is to identify all the genes that are upregulated or downregulated by BRCA2 at transcriptional level.  The laboratory is also characterizing the three BRCA2 binding proteins they identified, centrobin, MAGE-D1 and DSS1."
Zhang	Qiang	"MD, PhD"	qzh758	
Rademaker	Alfred	PhD	rademake	"Dr. Alfred Rademaker is the director of the Cancer Center's Biostatistics Shared
        Resource. He coordinates all cancer-related biostatistical activity in
        the Feinberg School of Medicine and also collaborates with specific investigators
        on funded research projects. He consults with Cancer Center members in
        the area of study research design, statistical analysis and database management.
        He has worked with investigators in all Cancer Center programs. Dr. Rademaker's
        research interests lie specifically in the area of head and neck oncology.
        He directs the biostatistical aspects of a Program Project in head and
        neck cancer rehabilitation. He directs the Biostatistical, Data Management
        and Clinical Core for an Oral Cancer Research Center. His methodologic
        interests are in the areas of Phase I clinical trial design, and sample
        size determination."
"Small, Jr."	William	MD	radman	"<p>Dr. Small is a radiation oncologist and has a long standing interest in radiation toxicity. He is the national Principal Investigator on two Radiation Therapy Oncology Group (RTOG) trials investigating the use of cytoprotective agents to ameliorate radiation toxicity. These include Captopril to reduce the pulmonary toxicity of radiotherapy and Amifostine to reduce the toxicity associated with combined chemotherapy and radiotherapy in the treatment of cervical cancer. Dr. Small also edited a textbook entitled ""Radiation Toxicity: A Practical Guide"" and has lectured on the topic extensively. He is Vice-Chairman of the Department of Radiation Oncology and Chairman of the Cancer Committee for Northwestern Memorial Hospital.</p>"
