Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J BIOCHEM BIOPH METH;0165-022X;1945;1.994;1.929;0.231;78;6.8;0.00554;0.590;
J BIOCHEM MOL BIOL;1225-8687;1298;1.811;1.773;;0;3.9;0.00583;0.474;
J BIOCHEM MOL TOXIC;1095-6670;734;1.756;1.898;0.204;49;5.4;0.00236;0.474;
J BIOCHEM;0021-924X;8230;1.878;1.954;0.380;179;>10.0;0.01773;0.800;
J BIOENERG BIOMEMBR;0145-479X;2333;2.480;3.063;0.151;73;8.1;0.00710;1.116;
J BIOGEOGR;0305-0270;7051;4.566;4.446;0.834;175;6.0;0.02669;1.574;
J BIOL CHEM;0021-9258;407492;5.520;5.575;1.074;3761;7.6;1.32999;2.273;
J BIOL EDUC;0021-9266;233;0.400;0.556;0.042;24;7.9;0.00050;0.157;
J BIOL INORG CHEM;0949-8257;2941;3.600;3.285;0.670;115;5.0;0.01370;1.224;
J BIOL PHYS;0092-0606;353;0.506;0.885;0.341;44;6.0;0.00113;0.279;
J BIOL REG HOMEOS AG;0393-974X;399;2.957;1.437;0.433;30;5.4;0.00106;0.316;
J BIOL RES-THESSALON;1790-045X;39;0.500;;0.000;25;;0.00022;;
J BIOL RHYTHM;0748-7304;2170;4.211;4.476;0.723;47;6.3;0.00942;1.887;
J BIOL SYST;0218-3390;224;0.535;0.583;0.031;32;8.0;0.00073;0.217;
J BIOMAT SCI-POLYM E;0920-5063;2618;2.158;2.309;0.262;107;6.8;0.00682;0.625;
J BIOMATER APPL;0885-3282;477;1.635;1.868;0.267;30;6.8;0.00120;0.476;
J BIOMECH ENG-T ASME;0148-0731;4849;2.013;2.519;0.160;131;9.0;0.01161;0.888;
J BIOMECH;0021-9290;16040;2.784;3.520;0.342;474;8.9;0.03650;1.082;
J BIOMED BIOTECHNOL;1110-7243;693;2.563;2.822;0.200;50;3.7;0.00432;0.914;
J BIOMED INFORM;1532-0464;850;1.924;2.605;0.489;94;3.9;0.00467;0.823;
J BIOMED MATER RES A;1549-3296;6674;2.706;3.398;0.495;479;3.7;0.03895;0.943;
J BIOMED MATER RES B;1552-4973;2578;2.030;2.452;0.428;278;3.3;0.01460;0.671;
J BIOMED OPT;1083-3668;4506;2.970;3.371;0.335;328;3.8;0.01875;0.882;
J BIOMED SCI;1021-7770;1452;2.013;2.073;0.413;75;5.1;0.00610;0.652;
J BIOMOL NMR;0925-2738;4827;1.492;1.611;0.595;79;9.8;0.01332;0.802;
J BIOMOL SCREEN;1087-0571;1689;2.365;2.550;0.387;93;4.5;0.00704;0.756;
J BIOMOL STRUCT DYN;0739-1102;1414;1.289;1.332;0.221;77;9.3;0.00303;0.417;
J BIOPHARM STAT;1054-3406;547;0.951;;0.182;77;4.8;0.00307;;
J BIOPHOTONICS;1864-063X;7;;;0.116;43;;0.00003;;
J BIOSCI BIOENG;1389-1723;3470;1.702;2.009;0.189;217;5.4;0.01169;0.548;
J BIOSCIENCES;0250-5991;1045;1.703;1.686;0.143;70;5.1;0.00469;0.554;
J BIOTECHNOL;0168-1656;8058;2.748;2.938;0.517;203;5.8;0.02670;0.868;
J BONE JOINT SURG AM;0021-9355;33716;3.313;6.279;0.406;384;>10.0;0.01287;0.302;
J BONE JOINT SURG BR;0301-620X;14823;2.196;2.837;0.351;285;>10.0;0.00290;0.097;
J BONE MINER METAB;0914-8779;1239;2.100;2.173;0.267;90;4.3;0.00619;0.710;
J BONE MINER RES;0884-0431;19819;6.443;6.792;1.075;212;7.1;0.06006;2.295;
J BRAZIL CHEM SOC;0103-5053;2151;1.430;1.521;0.099;223;4.4;0.00730;0.357;
J BRIDGE ENG;1084-0702;375;0.438;;0.094;64;5.1;0.00291;;
J BRYOL;0373-6687;414;0.814;0.732;0.133;45;8.8;0.00112;0.247;
J BUILD PHYS;1744-2591;27;0.552;;0.059;17;;0.00018;;
J BURN CARE RES;1559-047X;456;1.513;1.516;0.234;158;1.9;0.00234;0.384;
J BUS ECON STAT;0735-0015;2352;1.848;2.033;0.346;26;>10.0;0.00798;1.967;
J CAMEL PRACT RES;0971-6777;159;0.265;0.302;0.038;26;8.4;0.00007;0.016;
J CAN DENT ASSOC;1488-2159;926;0.929;;0.304;56;7.1;0.00203;;
J CAN PETROL TECHNOL;0021-9487;398;0.238;0.261;0.118;93;>10.0;0.00049;0.056;
J CANCER EDUC;0885-8195;477;0.513;0.764;0.022;45;7.6;0.00141;0.273;
J CANCER RES CLIN;0171-5216;3159;2.217;2.598;0.573;164;6.7;0.00837;0.724;
J CARBOHYD CHEM;0732-8303;868;1.114;1.029;0.231;39;9.7;0.00153;0.282;
J CARD FAIL;1071-9164;2510;3.691;3.665;0.527;110;3.9;0.01258;1.218;
J CARDIAC SURG;0886-0440;972;0.754;0.931;0.041;172;6.1;0.00372;0.331;
J CARDIOTHOR VASC AN;1053-0770;1888;0.994;1.102;0.210;162;6.3;0.00448;0.258;
J CARDIOVASC ELECTR;1045-3873;6263;3.798;3.557;0.974;194;4.9;0.02321;1.009;
J CARDIOVASC MAGN R;1097-6647;850;2.152;2.327;0.246;61;3.8;0.00507;0.841;
J CARDIOVASC NURS;0889-4655;641;1.471;;0.303;66;4.4;0.00212;;
J CARDIOVASC PHARM T;1074-2484;473;1.672;;0.345;29;5.0;0.00179;;
J CARDIOVASC PHARM;0160-2446;5960;2.290;1.832;0.322;152;8.5;0.01353;0.527;
J CARDIOVASC SURG;0021-9509;1919;1.542;1.313;0.221;104;>10.0;0.00428;0.425;
J CATAL;0021-9517;29519;5.167;5.407;0.658;313;8.9;0.06652;1.633;
J CATARACT REFR SURG;0886-3350;8349;2.508;2.423;0.440;336;5.4;0.02435;0.578;
J CAVE KARST STUD;1090-6924;183;0.532;0.793;0.000;16;6.8;0.00042;0.205;
J CELL AUTOM;1557-5969;20;0.439;;;;;0.00018;;
J CELL BIOCHEM;0730-2312;11738;3.540;3.592;0.518;515;5.2;0.05295;1.299;
J CELL BIOL;0021-9525;68535;9.120;10.056;1.901;393;9.3;0.24795;5.642;
J CELL MOL MED;1582-1838;2432;5.114;5.818;0.717;226;3.3;0.01327;1.700;
J CELL PHYSIOL;0021-9541;12805;4.313;4.096;0.883;360;6.2;0.04713;1.462;
J CELL PLAST;0021-955X;263;0.623;0.667;0.083;24;9.1;0.00060;0.195;
J CELL SCI;0021-9533;34562;6.247;6.847;0.986;420;6.0;0.17927;3.299;
J CENT SOUTH UNIV T;1005-9784;449;0.283;0.349;0.036;165;3.4;0.00099;0.042;
J CERAM PROCESS RES;1229-9162;183;0.288;0.391;0.021;145;4.3;0.00098;0.129;
J CERAM SOC JPN;1882-0743;1772;1.023;0.891;0.130;261;6.5;0.00564;0.281;
J CEREAL SCI;0733-5210;3528;3.026;3.239;0.357;171;8.3;0.00628;0.752;
J CEREBR BLOOD F MET;0271-678X;11392;5.741;5.516;1.027;184;7.6;0.03190;1.866;
J CHEM CRYSTALLOGR;1074-1542;745;0.574;0.534;0.118;161;6.0;0.00208;0.142;
J CHEM ECOL;0098-0331;7509;2.327;2.452;0.367;169;9.5;0.01536;0.742;
J CHEM EDUC;0021-9584;5005;0.538;0.647;0.162;327;>10.0;0.00326;0.090;
J CHEM ENG DATA;0021-9568;9107;2.063;1.939;0.300;547;7.9;0.02211;0.533;
J CHEM ENG JPN;0021-9592;2420;0.569;0.703;0.125;136;>10.0;0.00452;0.224;
J CHEM INF MODEL;1549-9596;8444;3.643;3.528;0.622;222;5.7;0.02227;0.816;
J CHEM NEUROANAT;0891-0618;1557;2.580;2.932;0.377;61;7.4;0.00438;0.958;
J CHEM PHYS;0021-9606;164492;3.149;3.121;0.737;2763;>10.0;0.32713;1.077;
J CHEM RES-S;0308-2342;1600;0.097;0.178;0.005;206;>10.0;0.00128;0.042;
J CHEM SCI;0253-4134;296;0.745;1.044;0.040;75;3.3;0.00179;0.295;
J CHEM SOC PAKISTAN;0253-5106;306;0.221;0.259;0.035;172;6.8;0.00047;0.040;
J CHEM TECHNOL BIOT;0268-2575;4920;1.682;1.787;0.369;217;8.5;0.00995;0.477;
J CHEM THEORY COMPUT;1549-9618;2525;4.274;4.349;1.122;213;2.2;0.01981;1.705;
J CHEM THERMODYN;0021-9614;4112;1.876;1.869;0.566;221;8.9;0.01139;0.618;
J CHEMOMETR;0886-9383;1973;1.415;2.441;0.193;83;8.0;0.00476;0.769;
J CHEMOTHERAPY;1120-009X;1223;0.843;1.138;0.067;120;5.7;0.00355;0.284;
J CHIL CHEM SOC;0717-9324;217;0.562;0.643;0.066;91;3.7;0.00100;0.140;
J CHILD ADOL PSYCHOP;1044-5463;1653;2.641;3.029;0.288;59;4.8;0.00585;0.761;
J CHILD NEUROL;0883-0738;3471;1.433;1.609;0.346;231;6.2;0.01111;0.508;
J CHILD PSYCHOL PSYC;0021-9630;9555;4.854;6.013;0.426;122;8.5;0.02623;2.124;
J CHIN CHEM SOC-TAIP;0009-4536;1371;0.770;0.730;0.112;206;5.0;0.00269;0.120;
J CHIN INST CHEM ENG;0368-1653;324;1.114;0.645;0.163;86;3.0;0.00105;0.135;
J CHIN INST ENG;0253-3839;250;0.227;0.253;0.025;122;5.0;0.00095;0.075;
J CHINA UNIV GEOSCI;1002-0705;177;0.151;;0.270;74;4.5;0.00029;;
J CHROMATOGR A;0021-9673;52191;3.756;3.758;0.653;1136;6.8;0.10878;0.808;
J CHROMATOGR B;1570-0232;17474;2.500;2.676;0.293;529;6.2;0.04651;0.682;
J CHROMATOGR SCI;0021-9665;1590;1.135;1.058;0.183;153;9.6;0.00298;0.278;
J CIRCUIT SYST COMP;0218-1266;256;0.099;0.269;0.064;47;>10.0;0.00047;0.066;
J CLASSIF;0176-4268;535;0.964;1.651;0.267;15;>10.0;0.00145;1.039;
J CLEAN PROD;0959-6526;1701;1.362;1.774;0.393;214;4.0;0.00561;0.385;
J CLIMATE;0894-8755;18203;4.307;4.595;0.509;401;6.8;0.08600;2.299;
J CLIN ANESTH;0952-8180;1612;1.351;1.370;0.144;97;8.0;0.00329;0.351;
J CLIN APHERESIS;0733-2459;499;1.838;1.529;0.192;26;5.5;0.00136;0.362;
J CLIN BIOCHEM NUTR;0912-0009;198;0.586;0.462;0.254;63;7.3;0.00034;0.090;
J CLIN DENSITOM;1094-6950;941;1.983;1.910;0.661;56;4.7;0.00367;0.571;
J CLIN ENDOCR METAB;0021-972X;64185;6.325;6.478;1.130;664;6.9;0.16459;1.803;
J CLIN EPIDEMIOL;0895-4356;11489;2.896;3.581;0.658;158;>10.0;0.02503;1.367;
J CLIN EXP NEUROPSYC;1380-3395;3506;2.184;2.421;0.207;82;9.1;0.00755;0.767;
J CLIN GASTROENTEROL;0192-0790;5523;2.775;2.895;0.478;228;6.4;0.01375;0.716;
J CLIN IMMUNOL;0271-9142;2124;3.248;3.013;0.622;98;6.3;0.00673;0.948;
J CLIN INVEST;0021-9738;87012;16.559;17.089;3.147;353;8.8;0.28747;7.473;
J CLIN LAB ANAL;0887-8013;743;0.696;0.957;0.119;67;7.9;0.00147;0.260;
J CLIN MICROBIOL;0095-1137;46850;3.945;3.991;0.783;714;7.1;0.12161;1.139;
J CLIN NEUROPHYSIOL;0736-0258;2172;1.740;2.296;0.140;57;8.6;0.00452;0.736;
J CLIN NEUROSCI;0967-5868;1771;1.190;1.071;0.137;248;4.1;0.00704;0.287;
J CLIN NURS;0962-1067;2654;1.376;1.922;0.327;376;4.6;0.00603;0.338;
J CLIN ONCOL;0732-183X;97639;17.157;15.556;4.294;766;4.3;0.34752;4.164;
J CLIN PATHOL;0021-9746;9411;2.342;2.602;0.629;237;8.0;0.02186;0.757;
J CLIN PERIODONTOL;0303-6979;6917;3.193;3.274;0.646;158;7.4;0.01335;0.750;
J CLIN PHARM THER;0269-4727;1181;1.755;1.591;0.299;87;5.9;0.00322;0.402;
J CLIN PHARMACOL;0091-2700;4810;3.134;3.061;0.854;130;6.2;0.01238;0.770;
J CLIN PSYCHIAT;0160-6689;16883;5.053;5.566;0.720;225;6.3;0.04783;1.521;
J CLIN PSYCHOPHARM;0271-0749;4744;4.371;4.647;1.096;94;6.8;0.01226;1.274;
J CLIN ULTRASOUND;0091-2751;1599;0.843;0.918;0.083;121;9.9;0.00245;0.238;
J CLIN VIROL;1386-6532;3697;3.320;3.400;0.500;210;3.6;0.02000;1.066;
J CLUST SCI;1040-7278;507;0.946;1.131;0.218;55;5.9;0.00161;0.328;
J COASTAL RES;0749-0208;2788;0.517;0.903;0.336;229;7.8;0.00779;0.317;
J COAT TECHNOL RES;1547-0091;123;1.059;2.275;0.130;54;3.0;0.00078;0.688;
J COGNITIVE NEUROSCI;0898-929X;9746;4.867;6.115;1.081;161;6.3;0.04093;2.529;
J COLD REG ENG;0887-381X;110;0.167;0.783;0.000;8;8.0;0.00031;0.299;
J COLLOID INTERF SCI;0021-9797;33041;2.443;2.755;0.431;815;8.3;0.08173;0.806;
J COMB CHEM;1520-4766;2196;3.011;2.489;0.496;137;3.7;0.00835;0.596;
J COMB DES;1063-8539;329;0.456;0.652;0.077;39;6.9;0.00249;0.601;
J COMB OPTIM;1382-6905;359;0.701;0.896;0.077;52;5.2;0.00244;0.499;
J COMB THEORY A;0097-3165;1752;0.922;0.841;0.200;100;>10.0;0.01074;1.001;
J COMB THEORY B;0095-8956;1973;1.060;1.345;0.234;77;>10.0;0.00995;1.408;
J COMMUN HEALTH NURS;0737-0016;220;0.842;;0.125;16;8.1;0.00047;;
J COMMUN NETW-S KOR;1229-2370;176;0.273;0.402;0.000;50;5.7;0.00105;0.196;
J COMMUN NETW-UK;1477-4739;2;0.000;0.000;;0;;0.00000;0.000;
J COMMUN TECHNOL EL+;1064-2269;774;0.260;0.258;0.103;155;>10.0;0.00092;0.045;
J COMP NEUROL;0021-9967;34135;3.743;3.944;0.971;313;>10.0;0.06618;1.489;
J COMP PATHOL;0021-9975;2324;1.398;1.468;0.273;66;>10.0;0.00373;0.413;
J COMP PHYSIOL A;0340-7594;4447;2.014;2.115;0.298;94;>10.0;0.01052;0.928;
J COMP PHYSIOL B;0174-1578;2145;1.698;1.760;0.396;96;9.6;0.00484;0.576;
J COMP PSYCHOL;0735-7036;2196;2.081;2.254;0.184;49;>10.0;0.00429;0.833;
J COMPLEXITY;0885-064X;647;0.825;1.220;0.111;36;6.5;0.00451;0.863;
J COMPOS CONSTR;1090-0268;885;0.798;1.375;0.092;65;6.5;0.00483;0.769;
J COMPOS MATER;0021-9983;3250;1.034;1.186;0.078;154;>10.0;0.00651;0.455;
J COMPUT ACOUST;0218-396X;299;0.585;0.795;0.000;29;7.4;0.00097;0.289;
J COMPUT AID MOL DES;0920-654X;2957;3.620;3.273;0.947;76;7.9;0.00555;0.855;
J COMPUT ANAL APPL;1521-1398;97;0.614;0.481;0.167;42;;0.00088;0.299;
J COMPUT APPL MATH;0377-0427;4861;1.048;1.138;0.135;520;6.2;0.02667;0.594;
J COMPUT ASSIST TOMO;0363-8715;6185;1.448;1.790;0.182;170;>10.0;0.01012;0.568;
J COMPUT BIOL;1066-5277;2129;1.563;2.272;0.118;85;6.5;0.00958;1.059;
J COMPUT CHEM;0192-8651;16109;3.390;5.364;0.905;263;9.3;0.04788;2.157;
J COMPUT CIVIL ENG;0887-3801;743;1.114;1.355;0.229;35;7.4;0.00198;0.454;
J COMPUT GRAPH STAT;1061-8600;1713;1.505;1.750;0.167;36;>10.0;0.00715;1.322;
J COMPUT INF SCI ENG;1530-9827;306;0.807;;0.049;41;4.1;0.00151;;
J COMPUT MATH;0254-9409;449;0.765;0.639;0.164;55;6.1;0.00264;0.359;
J COMPUT NEUROSCI;0929-5313;1087;2.750;2.286;0.483;58;6.9;0.00494;1.098;
J COMPUT PHYS;0021-9991;20984;2.279;2.967;0.425;414;>10.0;0.05241;1.308;
J COMPUT SCI TECHNOL;1000-9000;439;0.576;0.574;0.105;86;4.4;0.00193;0.165;
J COMPUT SYS SC INT+;1064-2307;64;0.082;0.093;0.000;101;;0.00014;0.012;
J COMPUT SYST SCI;0022-0000;2929;1.244;1.779;0.173;81;>10.0;0.00749;1.066;
J COMPUT THEOR NANOS;1546-1955;486;1.256;;0.205;288;2.2;0.00285;;
J COMPUT-AIDED MATER;0928-1045;243;0.605;0.881;;;6.5;0.00084;0.349;
J CONCHOL;0022-0019;134;0.167;0.252;0.000;10;>10.0;0.00025;0.090;
J CONSTR ENG M ASCE;0733-9364;1410;0.564;0.954;0.049;103;7.7;0.00292;0.234;
J CONSTR STEEL RES;0143-974X;1289;0.841;1.131;0.151;139;6.2;0.00622;0.532;
J CONTAM HYDROL;0169-7722;3230;2.106;2.313;0.433;97;7.4;0.00938;0.812;
J CONTIN EDUC HEALTH;0894-1912;418;1.468;;0.300;30;4.6;0.00177;;
J CONTROL RELEASE;0168-3659;18716;5.690;6.116;0.873;252;6.0;0.04753;1.424;
J CONVEX ANAL;0944-6532;347;0.911;0.887;0.140;57;5.7;0.00301;0.700;
J COORD CHEM;0095-8972;1638;0.732;0.885;0.089;392;5.1;0.00415;0.184;
J COSMET SCI;1525-7886;217;0.365;0.364;0.023;44;5.8;0.00070;0.104;
J COSMOL ASTROPART P;1475-7516;5985;6.389;6.026;1.847;346;2.4;0.04452;2.266;
J CRANIO MAXILL SURG;1010-5182;1619;1.360;1.711;0.046;65;8.5;0.00313;0.425;
J CRANIOFAC SURG;1049-2275;1816;0.716;1.028;0.083;289;5.4;0.00637;0.293;
J CRIT CARE;0883-9441;841;1.747;2.084;0.259;81;5.5;0.00326;0.688;
J CROHNS COLITIS;1873-9946;37;0.812;0.813;0.512;43;;0.00006;0.178;
J CRUSTACEAN BIOL;0278-0372;1676;1.109;1.160;0.333;81;>10.0;0.00279;0.358;
J CRYPTOL;0933-2790;978;2.265;2.908;0.450;20;9.8;0.00166;0.986;
J CRYST GROWTH;0022-0248;23256;1.757;1.929;0.250;1006;6.6;0.07108;0.581;
J CULT HERIT;1296-2074;515;0.854;1.462;0.160;50;5.5;0.00193;0.410;
J CUTAN MED SURG;1203-4754;571;1.165;1.930;0.182;33;5.3;0.00212;0.517;
J CUTAN PATHOL;0303-6987;2707;1.561;1.805;0.188;202;7.3;0.00628;0.456;
J CYST FIBROS;1569-1993;539;1.550;;0.271;96;3.6;0.00287;;
J DAIRY RES;0022-0299;2467;1.437;1.925;0.100;70;>10.0;0.00462;0.600;
J DAIRY SCI;0022-0302;24039;2.486;2.978;0.362;517;9.5;0.03272;0.582;
J DATABASE MANAGE;1063-8016;263;2.000;;1.368;19;3.6;0.00077;;
J DENT RES;0022-0345;11772;3.142;3.966;0.448;181;>10.0;0.02325;1.186;
J DENT;0300-5712;3047;2.033;2.451;0.277;159;7.7;0.00708;0.626;
J DERMATOL SCI;0923-1811;1756;2.973;2.697;0.583;72;4.9;0.00671;0.841;
J DERMATOL TREAT;0954-6634;692;1.279;;0.186;59;4.5;0.00243;;
J DERMATOL;0385-2407;1831;1.175;0.999;0.100;110;7.4;0.00380;0.230;
J DEV BEHAV PEDIATR;0196-206X;1986;2.487;2.921;0.106;66;7.7;0.00583;1.044;
J DIABETES COMPLICAT;1056-8727;1449;2.008;2.282;0.292;65;6.1;0.00504;0.745;
J DIFFER EQU APPL;1023-6198;678;0.867;1.000;0.157;83;4.6;0.00380;0.391;
J DIFFER EQUATIONS;0022-0396;5828;1.349;1.603;0.129;263;10.0;0.02918;1.144;
J DIFFER GEOM;0022-040X;2543;1.244;1.426;0.233;43;>10.0;0.00829;1.919;
J DIGIT IMAGING;0897-1889;483;1.107;1.241;0.086;58;5.3;0.00152;0.338;
J DISPER SCI TECHNOL;0193-2691;939;0.650;0.866;0.111;235;5.2;0.00292;0.213;
J DRUG DELIV SCI TEC;1773-2247;179;0.440;0.653;0.065;62;3.5;0.00085;0.143;
J DRUG TARGET;1061-186X;1721;2.771;2.765;0.440;84;5.5;0.00486;0.671;
J DYN CONTROL SYST;1079-2724;192;0.368;0.618;0.125;24;6.9;0.00110;0.377;
J DYN DIFFER EQU;1040-7294;533;0.919;;0.222;36;7.7;0.00326;;
J DYN SYST-T ASME;0022-0434;1796;0.753;0.970;0.035;86;9.6;0.00342;0.306;
J EARTH SYST SCI;0253-4126;160;0.786;0.879;0.087;80;2.9;0.00136;0.354;
J EARTHQ ENG;1363-2469;452;0.730;1.066;0.133;90;5.4;0.00328;0.649;
J EARTHQ TSUNAMI;1793-4311;5;0.158;0.211;0.083;12;;0.00012;0.291;
J ECOL;0022-0477;10422;4.262;5.209;1.216;125;>10.0;0.02488;2.078;
J ECON ENTOMOL;0022-0493;7740;1.346;1.538;0.190;253;>10.0;0.01435;0.469;
J ECONOMETRICS;0304-4076;6605;1.790;2.625;0.211;161;>10.0;0.02745;2.285;
J ECT;1095-0680;553;0.974;1.098;0.327;55;5.6;0.00094;0.165;
J ELASTICITY;0374-3535;1303;1.277;1.189;0.111;45;>10.0;0.00289;0.587;
J ELASTOM PLAST;0095-2443;138;0.658;0.663;0.053;19;6.8;0.00034;0.168;
J ELECTROANAL CHEM;1572-6657;21526;2.484;2.724;0.446;341;>10.0;0.03370;0.761;
J ELECTROCARDIOL;0022-0736;1512;1.126;1.236;0.559;136;6.3;0.00379;0.323;
J ELECTROCERAM;1385-3449;1431;0.990;1.417;0.040;247;4.8;0.00802;0.551;
J ELECTROCHEM SOC;0013-4651;38792;2.437;2.702;0.432;966;9.6;0.08339;0.822;
J ELECTROMAGNET WAVE;0920-5071;1893;3.134;1.750;0.425;252;2.5;0.00776;0.434;
J ELECTROMYOGR KINES;1050-6411;1870;1.884;2.850;0.482;112;5.7;0.00587;0.781;
J ELECTRON IMAGING;1017-9909;874;0.563;1.107;0.072;111;5.9;0.00315;0.362;
J ELECTRON MATER;0361-5235;4090;1.283;1.415;0.195;262;6.6;0.01278;0.446;
J ELECTRON MICROSC;0022-0744;993;1.139;1.260;0.267;30;7.4;0.00360;0.522;
J ELECTRON PACKAGING;1043-7398;742;0.827;1.060;0.064;47;5.8;0.00287;0.354;
J ELECTRON SPECTROSC;0368-2048;3676;1.290;1.076;0.288;66;9.7;0.01010;0.443;
J ELECTRON TEST;0923-8174;308;0.410;0.476;0.065;46;6.8;0.00071;0.139;
J ELECTROSTAT;0304-3886;1769;1.240;1.400;0.286;84;7.4;0.00474;0.452;
J EMERG MED;0736-4679;2020;0.778;0.973;0.243;140;8.0;0.00456;0.281;
J EMERG NURS;0099-1767;522;0.399;;0.105;105;6.8;0.00110;;
J ENDOCRINOL INVEST;0391-4097;3618;1.888;2.131;0.106;160;5.9;0.01044;0.549;
J ENDOCRINOL;0022-0795;9940;2.791;3.184;0.467;227;8.0;0.02405;0.978;
J ENDODONT;0099-2399;7056;2.727;2.898;0.552;288;7.6;0.00962;0.448;
J ENDOTOXIN RES;0968-0519;1060;2.722;2.949;;0;5.2;0.00480;1.008;
J ENDOUROL;0892-7790;3450;1.930;2.033;0.166;416;4.4;0.01040;0.443;
J ENDOVASC THER;1526-6028;2228;2.682;2.501;0.512;84;4.6;0.00968;0.734;
J ENERG ENG-ASCE;0733-9402;50;0.500;0.523;0.053;19;;0.00036;0.247;
J ENERG MATER;0737-0652;140;0.516;;0.267;15;9.6;0.00031;;
J ENERG RESOUR-ASME;0195-0738;333;0.407;0.478;0.027;37;9.9;0.00218;0.474;
J ENERGY INST;1743-9671;78;0.740;0.635;0.116;43;;0.00045;0.178;
J ENG DESIGN;0954-4828;352;0.812;1.186;0.375;32;5.2;0.00071;0.200;
J ENG EDUC;1069-4730;558;1.093;;;;6.1;0.00193;;
J ENG GAS TURB POWER;0742-4795;1882;0.735;0.930;0.066;166;8.5;0.00315;0.237;
J ENG MATER-T ASME;0094-4289;1596;0.938;1.301;0.117;60;>10.0;0.00443;0.627;
J ENG MATH;0022-0833;922;0.690;1.068;0.233;73;7.3;0.00419;0.559;
J ENG MECH-ASCE;0733-9399;4759;0.792;1.212;0.224;107;>10.0;0.01163;0.712;
J ENG TECHNOL MANAGE;0923-4748;449;0.923;2.217;0.053;19;7.1;0.00082;0.447;
J ENG TECHNOL;0747-9964;26;0.389;;0.000;9;;0.00006;;
J ENHANC HEAT TRANSF;1065-5131;162;0.438;0.410;0.000;25;7.2;0.00048;0.149;
J ENTOMOL SCI;0749-8004;572;0.328;0.486;0.098;51;>10.0;0.00153;0.199;
J ENVIRON BIOL;0254-8704;786;1.359;1.025;0.017;172;3.1;0.00108;0.088;
J ENVIRON ENG GEOPH;1083-1363;192;0.472;;0.185;27;5.9;0.00111;;
J ENVIRON ENG SCI;1496-2551;364;0.773;1.000;0.127;63;4.1;0.00216;0.314;
J ENVIRON ENG-ASCE;0733-9372;3562;1.085;1.371;0.231;117;9.1;0.00851;0.460;
J ENVIRON HEALTH;0022-0892;356;0.805;0.846;0.259;54;6.1;0.00089;0.214;
J ENVIRON MANAGE;0301-4797;3437;1.794;2.286;0.291;313;5.4;0.01147;0.658;
J ENVIRON MONITOR;1464-0325;2338;1.989;1.930;0.471;153;4.9;0.01008;0.615;
J ENVIRON PATHOL TOX;0731-8898;696;1.519;;0.087;23;8.1;0.00117;;
J ENVIRON QUAL;0047-2425;11128;2.098;2.823;0.688;285;8.3;0.02504;0.928;
J ENVIRON RADIOACTIV;0265-931X;2363;1.114;1.413;0.649;202;6.1;0.00684;0.421;
J ENVIRON SCI HEAL A;1093-4529;1885;1.002;0.990;0.164;214;5.4;0.00566;0.245;
J ENVIRON SCI HEAL B;0360-1234;870;0.930;0.918;0.186;97;6.7;0.00201;0.212;
J ENVIRON SCI HEAL C;1059-0501;134;3.353;2.722;0.182;11;3.4;0.00058;0.729;
J ENVIRON SCI-CHINA;1001-0742;842;0.720;0.628;0.098;234;3.5;0.00342;0.148;
J ENZYM INHIB MED CH;1475-6366;958;1.421;1.585;0.148;135;4.3;0.00275;0.294;
J EPIDEMIOL COMMUN H;0143-005X;7763;3.186;4.098;0.408;184;6.5;0.02845;1.494;
J EPIDEMIOL;0917-5040;977;1.642;1.991;0.306;36;6.4;0.00342;0.692;
J EQUINE VET SCI;0737-0806;428;0.515;0.498;0.022;90;>10.0;0.00065;0.127;
J ESSENT OIL RES;1041-2905;1787;0.545;0.654;0.045;154;8.4;0.00244;0.119;
J ETHNOPHARMACOL;0378-8741;10923;2.260;2.790;0.345;435;6.0;0.02028;0.480;
J ETHOL;0289-0771;423;1.205;1.207;0.353;51;5.7;0.00151;0.416;
J EUKARYOT MICROBIOL;1066-5234;2054;1.502;1.732;0.358;67;6.9;0.00733;0.637;
J EUR ACAD DERMATOL;0926-9959;2563;2.276;2.057;0.412;165;4.2;0.00845;0.471;
J EUR CERAM SOC;0955-2219;10507;1.580;1.999;0.438;386;5.5;0.04015;0.654;
J EUR MATH SOC;1435-9855;250;1.079;1.373;0.512;41;4.2;0.00449;1.842;
J EVAL CLIN PRACT;1356-1294;1057;1.843;1.769;0.559;143;4.0;0.00357;0.460;
J EVOL BIOCHEM PHYS+;0022-0930;321;0.233;0.263;0.056;71;8.0;0.00040;0.047;
J EVOL EQU;1424-3199;173;0.683;0.816;0.156;32;4.7;0.00296;0.909;
J EVOLUTION BIOL;1010-061X;5691;3.471;3.757;0.767;180;5.0;0.02980;1.556;
J EXOT PET MED;1557-5063;18;0.271;0.288;0.026;38;;0.00006;0.044;
J EXP ANAL BEHAV;0022-5002;2794;2.155;1.928;0.289;45;>10.0;0.00318;0.607;
J EXP BIOL;0022-0949;18327;2.981;3.258;0.702;420;7.6;0.05421;1.135;
J EXP BOT;0022-0957;15622;4.001;4.440;0.715;351;6.2;0.05062;1.403;
J EXP CLIN CANC RES;1756-9966;949;1.184;1.087;0.127;79;5.7;0.00269;0.264;
