Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J ANTIBIOT;0021-8820;5964;1.628;1.614;0.462;130;>10.0;0.00368;0.368;
J ANTIMICROB CHEMOTH;0305-7453;17956;4.659;4.480;1.104;395;5.5;0.05516;1.356;
J AOAC INT;1060-3271;4036;1.229;1.512;0.113;222;7.6;0.00744;0.359;
J APIC SCI;1643-4439;52;0.489;;0.150;20;;0.00007;;
J APICULT RES;0021-8839;1063;1.028;1.119;1.567;67;>10.0;0.00139;0.305;
J APPL ANIM WELF SCI;1088-8705;280;0.593;0.785;0.364;22;7.3;0.00058;0.246;
J APPL BIOMATER BIOM;1722-6899;127;0.544;;0.087;23;4.1;0.00027;;
J APPL BIOMECH;1065-8483;819;1.078;1.508;0.094;64;9.5;0.00175;0.477;
J APPL BIOMED;1214-021X;161;1.689;;0.160;25;3.0;0.00044;;
J APPL BOT FOOD QUAL;1613-9216;109;0.391;0.664;0.053;19;4.7;0.00044;0.182;
J APPL CLIN MED PHYS;1526-9914;484;1.008;1.184;0.253;91;4.3;0.00155;0.319;
J APPL CRYSTALLOGR;0021-8898;18840;3.794;4.191;1.909;198;>10.0;0.03152;1.922;
J APPL ECOL;0021-8901;10315;4.970;5.715;0.650;143;7.7;0.02722;2.014;
J APPL ELECTROCHEM;0021-891X;6086;1.494;1.736;0.254;240;9.7;0.00974;0.474;
J APPL ENTOMOL;0931-2048;1890;1.276;1.436;0.187;91;7.9;0.00396;0.439;
J APPL GENET;1234-1983;633;1.482;1.545;0.238;63;4.4;0.00233;0.413;
J APPL GEOPHYS;0926-9851;1287;1.185;1.544;0.292;72;8.0;0.00389;0.675;
J APPL ICHTHYOL;0175-8659;1666;0.945;1.117;0.160;212;6.0;0.00389;0.278;
J APPL MATH;1110-757X;143;0.630;;0.050;20;7.6;0.00051;;
J APPL MECH TECH PH+;0021-8944;801;0.234;;0.035;113;>10.0;0.00162;;
J APPL MECH-T ASME;0021-8936;7044;0.617;1.000;0.157;127;>10.0;0.00660;0.507;
J APPL MICROBIOL;1364-5072;11596;2.365;2.798;0.407;442;6.2;0.02883;0.766;
J APPL ORAL SCI;1678-7757;404;0.966;;0.029;103;3.0;0.00130;;
J APPL PHYCOL;0921-8971;2586;1.792;1.736;0.182;99;9.6;0.00371;0.406;
J APPL PHYS;0021-8979;119644;2.064;2.201;0.363;3892;8.5;0.32798;0.875;
J APPL PHYSIOL;8750-7587;41478;4.232;4.214;0.719;445;>10.0;0.06282;1.292;
J APPL POLYM SCI;0021-8995;37386;1.240;1.398;0.189;1803;8.0;0.06113;0.329;
J APPL PROBAB;0021-9002;2428;0.768;0.864;0.024;83;>10.0;0.00660;0.770;
J APPL REMOTE SENS;1931-3195;260;1.000;;0.156;96;2.4;0.00164;;
J APPL RES TECHNOL;1665-6423;14;0.220;;0.000;30;;0.00003;;
J APPL SPECTROSC+;0021-9037;825;0.365;;0.144;111;>10.0;0.00110;;
J APPL SPORT PSYCHOL;1041-3200;829;1.264;1.762;0.182;33;7.9;0.00124;0.421;
J APPL STAT;0266-4763;846;0.306;0.449;0.043;140;9.7;0.00217;0.258;
J APPL TOXICOL;0260-437X;2266;2.322;2.188;0.446;92;7.4;0.00415;0.507;
J APPROX THEORY;0021-9045;1578;0.710;1.040;0.115;122;>10.0;0.00667;0.769;
J AQUAT ANIM HEALTH;0899-7659;956;0.924;1.429;0.029;34;>10.0;0.00121;0.366;
J AQUAT FOOD PROD T;1049-8850;232;0.481;;0.040;25;8.8;0.00036;;
J AQUAT PLANT MANAGE;0146-6623;239;0.203;0.235;;;>10.0;0.00023;0.090;
J ARACHNOL;0161-8202;1300;0.901;0.912;0.264;53;>10.0;0.00211;0.290;
J ARCHAEOL SCI;0305-4403;5242;1.710;1.966;0.294;327;7.3;0.01121;0.537;
J ARID ENVIRON;0140-1963;4685;1.535;2.064;0.352;216;6.9;0.01155;0.633;
J ARTHROPLASTY;0883-5403;6669;2.207;2.137;0.238;239;7.3;0.01599;0.684;
J ARTIF INTELL RES;1076-9757;1732;1.691;1.975;0.152;46;8.9;0.00414;0.890;
J ARTIF ORGANS;1434-7229;421;1.488;;0.116;43;4.4;0.00130;;
J ASIAN EARTH SCI;1367-9120;2567;2.215;2.240;0.457;127;5.5;0.00829;0.700;
J ASIAN NAT PROD RES;1028-6020;747;0.706;0.776;0.101;158;4.1;0.00219;0.169;
J ASSIST REPROD GEN;1058-0468;1521;1.253;1.331;0.178;90;8.3;0.00306;0.385;
J ASSOC INF SYST;1536-9323;579;2.217;;0.062;32;4.2;0.00245;;
J ASSOC NURSE AIDS C;1055-3290;472;1.000;1.163;0.128;47;5.9;0.00137;0.349;
J ASTHMA;0277-0903;1863;1.341;1.367;0.175;177;5.3;0.00534;0.369;
J ASTROPHYS ASTRON;0250-6335;233;0.531;0.612;0.062;16;8.2;0.00093;0.289;
J ATHEROSCLER THROMB;1340-3478;1328;2.293;2.957;0.490;145;4.6;0.00330;0.614;
J ATHL TRAINING;1062-6050;2119;1.993;2.765;0.342;73;6.6;0.00560;0.876;
J ATMOS CHEM;0167-7764;1942;0.900;1.977;;;>10.0;0.00312;0.745;
J ATMOS SOL-TERR PHY;1364-6826;4788;1.579;1.610;0.298;151;8.7;0.01463;0.754;
J ATTEN DISORD;1087-0547;984;2.955;;0.231;65;4.2;0.00344;;
J AUDIO ENG SOC;1549-4950;890;0.483;0.708;0.049;41;>10.0;0.00112;0.240;
J AUST MATH SOC;1446-7887;397;0.488;0.479;0.082;49;8.2;0.00286;0.521;
J AUTOIMMUN;0896-8411;3543;8.136;5.189;1.404;109;3.9;0.01034;1.337;
J AUTOM METHOD MANAG;1463-9246;57;0.348;0.569;0.000;6;;0.00014;0.114;
J AUTOM REASONING;0168-7433;575;2.260;2.060;0.226;31;6.4;0.00174;0.671;
J AVIAN BIOL;0908-8857;2391;2.310;2.537;0.312;80;6.9;0.00723;0.949;
J AVIAN MED SURG;1082-6742;252;0.565;0.606;0.045;22;7.4;0.00048;0.149;
J BACK MUSCULOSKELET;1053-8127;97;0.292;0.344;0.034;29;;0.00028;0.110;
J BACTERIOL;0021-9193;62723;3.726;3.818;0.784;728;>10.0;0.13002;1.416;
J BALK TRIBOL ASSOC;1310-4772;31;0.161;;0.017;59;;0.00004;;
J BASIC MICROB;0233-111X;1025;1.395;1.488;0.122;74;6.3;0.00232;0.369;
J BIOACT COMPAT POL;0883-9115;783;2.610;2.155;0.333;39;5.4;0.00134;0.354;
J BIOBASED MATER BIO;1556-6560;186;1.360;1.343;0.038;53;2.7;0.00099;0.370;
J BIOCHEM BIOPH METH;0165-022X;1959;1.808;2.048;;0;8.2;0.00368;0.569;
J BIOCHEM MOL TOXIC;1095-6670;904;1.438;1.628;0.156;45;6.9;0.00194;0.430;
J BIOCHEM;0021-924X;8547;2.145;2.070;0.511;174;>10.0;0.01483;0.797;
J BIOENERG BIOMEMBR;0145-479X;2856;3.637;3.676;0.443;61;7.8;0.00722;1.240;
J BIOETHIC INQ;1176-7529;68;0.561;;0.143;28;;0.00034;;
J BIOGEOGR;0305-0270;9070;4.273;4.716;0.761;180;6.7;0.02586;1.586;
J BIOL CHEM;0021-9258;412003;5.328;5.498;0.945;4208;8.8;0.88585;2.191;
J BIOL EDUC;0021-9266;311;0.367;0.576;0.000;21;>10.0;0.00036;0.140;
J BIOL INORG CHEM;0949-8257;3500;3.287;3.323;0.973;113;5.5;0.01115;1.080;
J BIOL PHYS;0092-0606;476;1.373;1.185;0.393;28;5.9;0.00222;0.585;
J BIOL REG HOMEOS AG;0393-974X;453;2.825;1.837;0.205;44;6.5;0.00061;0.299;
J BIOL RES-THESSALON;1790-045X;76;0.682;;0.174;23;;0.00028;;
J BIOL RHYTHM;0748-7304;2491;3.309;4.017;0.500;44;7.5;0.00689;1.546;
J BIOL SYST;0218-3390;256;0.458;0.544;0.075;53;7.8;0.00051;0.152;
J BIOMAT SCI-POLYM E;0920-5063;3251;1.842;2.311;0.325;123;7.4;0.00590;0.568;
J BIOMATER APPL;0885-3282;633;2.246;2.272;0.395;38;5.8;0.00150;0.567;
J BIOMECH ENG-T ASME;0148-0731;5183;1.584;2.099;0.170;182;9.2;0.00928;0.655;
J BIOMECH;0021-9290;18597;2.463;3.252;0.397;481;8.9;0.03640;0.936;
J BIOMED BIOTECHNOL;1110-7243;1112;1.225;1.739;0.467;411;4.0;0.00336;0.484;
J BIOMED INFORM;1532-0464;1234;1.719;2.245;0.373;102;4.4;0.00528;0.746;
J BIOMED MATER RES A;1549-3296;11035;3.044;3.624;0.511;612;4.3;0.03581;0.877;
J BIOMED MATER RES B;1552-4973;4267;2.220;2.503;0.315;248;3.9;0.01736;0.663;
J BIOMED NANOTECHNOL;1550-7033;680;2.626;2.297;0.377;77;2.7;0.00246;0.446;
J BIOMED OPT;1083-3668;7255;3.188;3.659;0.401;421;4.3;0.02353;0.876;
J BIOMED SCI;1021-7770;1751;1.962;2.124;0.193;140;5.7;0.00498;0.608;
J BIOMOL NMR;0925-2738;4953;3.047;1.931;0.949;79;>10.0;0.00983;0.870;
J BIOMOL SCREEN;1087-0571;2170;2.500;2.408;0.515;130;5.1;0.00627;0.648;
J BIOMOL STRUCT DYN;0739-1102;1892;4.986;2.796;0.472;72;5.6;0.00215;0.330;
J BIONIC ENG;1672-6529;240;1.032;;0.162;80;2.7;0.00083;;
J BIOPHARM STAT;1054-3406;735;1.073;1.285;0.247;73;4.6;0.00398;0.601;
J BIOPHOTONICS;1864-063X;509;4.240;4.250;0.842;76;1.8;0.00207;1.021;
J BIOSCI BIOENG;1389-1723;4815;1.707;2.312;0.314;239;6.0;0.01147;0.581;
J BIOSCIENCES;0250-5991;1630;1.888;1.990;0.200;60;6.0;0.00457;0.580;
J BIOTECHNOL;0168-1656;10042;2.970;3.225;0.498;255;6.4;0.02379;0.857;
J BONE JOINT SURG AM;0021-9355;23564;2.967;3.762;0.295;386;8.7;0.02078;0.539;
J BONE JOINT SURG BR;0301-620X;14756;2.351;2.770;0.319;313;>10.0;0.00879;0.300;
J BONE MINER METAB;0914-8779;1562;2.238;2.188;0.352;88;5.1;0.00567;0.685;
J BONE MINER RES;0884-0431;21128;7.056;7.082;1.170;283;7.5;0.04910;2.257;
J BRAZ SOC MECH SCI;1678-5878;202;0.256;;0.032;62;5.9;0.00076;;
J BREAST CANCER;1738-6756;42;0.179;;0.050;60;;0.00010;;
J BREATH RES;1752-7155;235;1.828;2.158;0.485;33;2.5;0.00090;0.458;
J BRYOL;0373-6687;544;0.872;1.038;0.161;31;7.9;0.00115;0.276;
J BUON;1107-0625;278;0.482;;0.026;115;3.5;0.00095;;
J BURN CARE RES;1559-047X;998;1.563;1.639;0.169;124;2.9;0.00470;0.407;
J BUS ECON STAT;0735-0015;2615;1.693;2.433;0.275;40;>10.0;0.00989;2.821;
J CAMEL PRACT RES;0971-6777;148;0.163;0.220;0.000;26;9.1;0.00015;0.037;
J CAN DENT ASSOC;1488-2159;1096;1.320;;0.222;9;7.9;0.00228;;
J CAN PETROL TECHNOL;0021-9487;494;0.237;0.309;0.054;92;>10.0;0.00093;0.110;
J CANCER EDUC;0885-8195;578;0.682;0.886;0.114;105;6.3;0.00158;0.272;
J CANCER RES CLIN;0171-5216;3806;2.485;2.423;0.633;215;6.3;0.00984;0.732;
J CANCER RES THER;0973-1482;187;0.825;;0.000;129;3.2;0.00089;;
J CARBOHYD CHEM;0732-8303;769;1.055;0.890;0.258;31;>10.0;0.00095;0.233;
J CARD FAIL;1071-9164;3046;3.362;3.595;0.536;112;4.7;0.01273;1.208;
J CARDIAC SURG;0886-0440;1043;0.557;0.765;0.119;101;6.1;0.00336;0.261;
J CARDIOL;0914-5087;740;1.175;;0.236;106;5.4;0.00151;;
J CARDIOPULM REHABIL;1932-7501;1044;1.415;;0.137;51;7.4;0.00208;;
J CARDIOTHOR VASC AN;1053-0770;2301;1.596;1.287;0.258;155;6.4;0.00497;0.312;
J CARDIOTHORAC SURG;1749-8090;232;0.908;0.977;0.092;130;2.7;0.00125;0.292;
J CARDIOVASC ELECTR;1045-3873;6147;3.288;3.226;0.707;191;5.4;0.02023;1.025;
J CARDIOVASC MAGN R;1097-6647;1363;4.328;3.273;0.356;73;3.9;0.00689;1.148;
J CARDIOVASC MED;1558-2027;604;0.786;;0.139;144;2.9;0.00350;;
J CARDIOVASC NURS;0889-4655;704;1.444;;0.108;65;4.8;0.00233;;
J CARDIOVASC PHARM T;1074-2484;510;1.969;1.765;0.226;53;4.8;0.00162;0.500;
J CARDIOVASC PHARM;0160-2446;5908;2.406;2.371;0.598;164;8.7;0.01142;0.701;
J CARDIOVASC SURG;0021-9509;1753;1.352;1.356;0.302;96;9.4;0.00348;0.385;
J CARDIOVASC TRANSL;1937-5387;72;0.495;0.495;0.235;81;;0.00026;0.129;
J CATAL;0021-9517;31191;5.415;5.713;0.840;287;9.1;0.05226;1.651;
J CATARACT REFR SURG;0886-3350;10488;2.942;2.949;0.338;314;6.0;0.02572;0.756;
J CAVE KARST STUD;1090-6924;252;0.842;1.294;0.105;19;5.6;0.00087;0.436;
J CELL AUTOM;1557-5969;44;0.475;0.531;0.036;28;;0.00021;0.135;
J CELL BIOCHEM;0730-2312;13919;3.122;3.422;0.403;461;5.8;0.04641;1.161;
J CELL BIOL;0021-9525;72565;9.921;10.123;2.162;334;>10.0;0.21057;5.787;
J CELL MOL MED;1582-1838;5268;4.608;5.043;1.054;202;2.7;0.02552;1.518;
J CELL PHYSIOL;0021-9541;14920;3.986;4.217;0.805;379;5.7;0.04930;1.428;
J CELL PLAST;0021-955X;309;1.000;1.137;0.080;25;6.1;0.00080;0.314;
J CELL SCI;0021-9533;38223;6.290;6.731;1.083;424;6.9;0.14158;3.181;
J CENT SOUTH UNIV T;1005-9784;517;0.329;0.289;0.043;211;3.7;0.00178;0.066;
J CERAM PROCESS RES;1229-9162;412;0.481;0.487;0.048;126;3.7;0.00161;0.145;
J CERAM SOC JPN;1882-0743;2063;0.795;0.924;0.112;259;5.6;0.00584;0.262;
J CEREAL SCI;0733-5210;4189;2.655;3.202;0.252;139;7.6;0.00795;0.784;
J CEREBR BLOOD F MET;0271-678X;11676;4.522;5.055;1.404;188;7.8;0.02809;1.687;
J CHEM CRYSTALLOGR;1074-1542;1026;0.666;0.643;0.155;226;6.1;0.00212;0.149;
J CHEM ECOL;0098-0331;8407;2.486;2.551;0.444;153;>10.0;0.01337;0.763;
J CHEM EDUC;0021-9584;5069;0.571;0.673;0.240;296;>10.0;0.00381;0.120;
J CHEM ENG DATA;0021-9568;13094;2.089;2.297;0.443;1021;7.0;0.02224;0.489;
J CHEM ENG JPN;0021-9592;2247;0.442;0.560;0.082;147;>10.0;0.00242;0.161;
J CHEM INF MODEL;1549-9596;9556;3.822;3.722;0.756;201;6.1;0.01903;0.797;
J CHEM NEUROANAT;0891-0618;1709;2.121;2.330;0.717;60;7.9;0.00288;0.652;
J CHEM PHYS;0021-9606;168530;2.920;2.928;0.699;2136;>10.0;0.25700;0.974;
J CHEM TECHNOL BIOT;0268-2575;5887;1.818;2.127;0.390;210;8.0;0.01052;0.519;
J CHEM THEORY COMPUT;1549-9618;5629;5.138;4.945;1.060;348;2.8;0.03650;1.768;
J CHEM THERMODYN;0021-9614;6021;2.794;2.491;0.972;217;7.6;0.01151;0.600;
J CHEMOMETR;0886-9383;2184;1.377;1.858;0.442;77;8.3;0.00334;0.538;
J CHEMOTHERAPY;1120-009X;1260;1.145;1.027;0.127;79;6.3;0.00318;0.288;
J CHILD ADOL PSYCHOP;1044-5463;1818;2.479;2.735;0.158;57;5.5;0.00516;0.710;
J CHILD HEALTH CARE;1367-4935;206;0.673;;0.061;33;4.8;0.00060;;
J CHILD NEUROL;0883-0738;4818;1.668;1.809;0.295;237;7.1;0.01253;0.576;
J CHILD PSYCHOL PSYC;0021-9630;11260;4.360;5.845;0.719;128;8.5;0.02620;2.108;
J CHIN INST CHEM ENG;0368-1653;377;1.488;0.870;;0;3.9;0.00115;0.207;
J CHIN INST ENG;0253-3839;317;0.225;0.268;0.086;105;5.7;0.00104;0.090;
J CHIN MED ASSOC;1726-4901;564;0.678;;0.200;120;4.1;0.00192;;
J CHINA UNIV GEOSCI;1002-0705;181;0.703;0.317;;0;4.1;0.00063;0.086;
J CHROMATOGR A;0021-9673;56687;4.194;4.069;0.783;994;6.8;0.10190;0.871;
J CHROMATOGR B;1570-0232;20222;2.971;3.000;0.349;493;6.7;0.04041;0.715;
J CHROMATOGR SCI;0021-9665;1652;1.078;1.026;0.080;150;8.7;0.00325;0.275;
J CIRCUIT SYST COMP;0218-1266;224;0.215;0.237;0.060;116;8.1;0.00044;0.060;
J CLASSIF;0176-4268;580;1.100;1.225;0.091;11;>10.0;0.00096;0.694;
J CLEAN PROD;0959-6526;3425;2.425;2.598;0.573;225;4.2;0.01036;0.595;
J CLIN ANESTH;0952-8180;1960;1.279;1.540;0.292;89;8.4;0.00354;0.416;
J CLIN APHERESIS;0733-2459;592;1.103;1.478;0.091;33;6.7;0.00125;0.360;
J CLIN BIOCHEM NUTR;0912-0009;573;1.609;1.523;0.271;70;3.2;0.00193;0.346;
J CLIN DENSITOM;1094-6950;910;2.321;1.825;0.169;59;5.1;0.00320;0.563;
J CLIN ENDOCR METAB;0021-972X;66192;6.495;6.438;1.209;712;7.6;0.13872;1.910;
J CLIN EPIDEMIOL;0895-4356;12807;3.753;3.943;1.195;149;>10.0;0.02630;1.651;
J CLIN EXP NEUROPSYC;1380-3395;3932;1.805;2.409;0.207;111;9.6;0.00657;0.775;
J CLIN GASTROENTEROL;0192-0790;5610;2.752;2.719;0.918;159;6.4;0.01456;0.810;
J CLIN HYPERTENS;1524-6175;1289;2.230;;0.541;98;3.7;0.00511;;
J CLIN IMMUNOL;0271-9142;2592;3.326;3.305;0.558;129;5.8;0.00791;1.061;
J CLIN INVEST;0021-9738;90821;14.152;16.641;2.514;366;9.2;0.23845;7.235;
J CLIN LAB ANAL;0887-8013;801;1.031;1.003;0.081;74;8.4;0.00146;0.258;
J CLIN LIPIDOL;1933-2874;210;1.467;1.508;0.246;57;2.5;0.00094;0.370;
J CLIN MICROBIOL;0095-1137;51021;4.220;4.258;0.731;833;7.8;0.09842;1.231;
J CLIN NEUROL;1738-6586;149;1.097;;0.029;34;3.1;0.00080;;
J CLIN NEUROPHYSIOL;0736-0258;2137;1.154;1.562;0.075;67;9.8;0.00293;0.506;
J CLIN NEUROSCI;0967-5868;2769;1.165;1.232;0.197;416;4.4;0.01008;0.370;
J CLIN NURS;0962-1067;3622;1.228;1.702;0.103;368;4.8;0.00948;0.369;
J CLIN ONCOL;0732-183X;114318;18.970;16.429;4.841;784;4.9;0.40062;5.008;
J CLIN PATHOL;0021-9746;9705;2.475;2.423;0.259;197;9.0;0.01830;0.744;
J CLIN PEDIATR DENT;1053-4628;582;0.474;;0.027;73;8.8;0.00085;;
J CLIN PERIODONTOL;0303-6979;7488;3.933;3.565;0.459;133;8.2;0.01514;1.007;
J CLIN PHARM THER;0269-4727;1431;1.649;1.806;0.192;78;5.8;0.00375;0.479;
J CLIN PHARMACOL;0091-2700;5369;3.590;3.387;1.024;169;6.3;0.01331;0.961;
J CLIN PSYCHIAT;0160-6689;17510;5.023;5.492;1.060;183;7.2;0.03705;1.528;
J CLIN PSYCHOPHARM;0271-0749;5005;4.857;4.703;0.473;93;7.0;0.01092;1.263;
J CLIN ULTRASOUND;0091-2751;1629;0.808;0.950;0.183;104;>10.0;0.00290;0.287;
J CLIN VIROL;1386-6532;5167;4.023;3.607;0.891;192;3.8;0.02331;1.157;
J CLUST SCI;1040-7278;651;0.966;1.117;0.029;68;6.5;0.00144;0.278;
J COASTAL RES;0749-0208;3119;0.679;0.690;0.110;136;7.4;0.00890;0.244;
J COAT TECHNOL RES;1547-0091;199;1.056;1.108;0.125;88;2.6;0.00118;0.385;
J COGNITIVE NEUROSCI;0898-929X;12422;5.357;6.280;1.179;218;6.6;0.03967;2.416;
J COLD REG ENG;0887-381X;101;0.600;0.585;0.000;9;8.7;0.00028;0.351;
J COLLOID INTERF SCI;0021-9797;39972;3.066;3.223;0.497;927;7.8;0.07962;0.876;
J COMB CHEM;1520-4766;2720;3.122;2.692;0.844;135;3.9;0.00767;0.581;
J COMB DES;1063-8539;392;0.662;0.674;0.212;33;8.0;0.00304;0.808;
J COMB OPTIM;1382-6905;507;0.843;1.019;0.167;60;5.4;0.00303;0.581;
J COMB THEORY A;0097-3165;1750;0.683;0.812;0.308;91;>10.0;0.01035;1.065;
J COMB THEORY B;0095-8956;2256;1.043;1.335;0.268;56;>10.0;0.00972;1.508;
J COMMUN HEALTH NURS;0737-0016;256;0.657;1.075;0.000;21;8.3;0.00046;0.253;
J COMMUN NETW-S KOR;1229-2370;173;0.351;0.354;0.030;66;5.3;0.00064;0.122;
J COMMUN TECHNOL EL+;1064-2269;686;0.339;0.290;0.069;188;8.4;0.00096;0.056;
J COMP NEUROL;0021-9967;33945;3.774;4.042;0.747;269;>10.0;0.05198;1.565;
J COMP PATHOL;0021-9975;2505;1.529;1.608;0.310;113;>10.0;0.00297;0.398;
J COMP PHYSIOL A;0340-7594;4670;2.000;2.138;0.407;81;>10.0;0.00845;0.833;
J COMP PHYSIOL B;0174-1578;2824;2.400;2.453;0.487;113;9.0;0.00599;0.737;
J COMP PSYCHOL;0735-7036;2362;2.138;2.415;0.239;46;>10.0;0.00442;0.992;
J COMPLEXITY;0885-064X;603;0.767;0.981;0.324;34;7.4;0.00316;0.765;
J COMPOS CONSTR;1090-0268;1165;1.172;1.518;0.141;85;6.9;0.00376;0.636;
J COMPOS MATER;0021-9983;3584;0.968;1.176;0.085;189;>10.0;0.00615;0.421;
J COMPUT ACOUST;0218-396X;299;0.673;0.609;0.045;22;9.0;0.00081;0.301;
J COMPUT AID MOL DES;0920-654X;3273;3.374;3.522;0.634;82;8.7;0.00583;0.941;
J COMPUT ANAL APPL;1521-1398;146;0.453;0.386;0.175;80;3.9;0.00058;0.157;
J COMPUT APPL MATH;0377-0427;6752;1.029;1.298;0.186;586;5.9;0.02841;0.573;
J COMPUT ASSIST TOMO;0363-8715;5700;1.358;1.551;0.172;163;>10.0;0.00809;0.490;
J COMPUT BIOL;1066-5277;2513;1.600;2.033;0.170;112;7.5;0.00844;0.907;
J COMPUT CIVIL ENG;0887-3801;803;0.900;1.351;0.208;53;8.3;0.00204;0.504;
J COMPUT GRAPH STAT;1061-8600;2055;1.206;1.848;0.389;54;>10.0;0.00751;1.580;
J COMPUT INF SCI ENG;1530-9827;399;0.667;1.138;0.000;47;5.5;0.00143;0.349;
J COMPUT INFORM SYST;0887-4417;423;0.822;0.888;0.038;53;5.6;0.00090;0.178;
J COMPUT MATH;0254-9409;506;0.760;0.810;0.292;48;6.4;0.00288;0.540;
J COMPUT NEUROSCI;0929-5313;1447;2.325;2.448;0.397;78;6.9;0.00475;0.984;
J COMPUT NONLIN DYN;1555-1423;151;0.571;;0.074;54;3.3;0.00111;;
J COMPUT PHYS;0021-9991;23982;2.345;2.949;0.389;494;>10.0;0.05753;1.392;
J COMPUT SCI TECH-CH;1000-9000;79;0.142;0.089;0.057;105;;0.00033;0.034;
J COMPUT SYS SC INT+;1064-2307;127;0.191;0.182;0.020;98;3.9;0.00017;0.017;
J COMPUT SYST SCI;0022-0000;3190;1.631;1.721;0.339;59;>10.0;0.00540;0.934;
J COMPUT THEOR NANOS;1546-1955;944;0.843;0.941;0.160;307;2.7;0.00499;0.281;
J CONCHOL;0022-0019;187;0.135;0.409;0.083;12;>10.0;0.00024;0.110;
J CONTAM HYDROL;0169-7722;3183;2.124;2.213;0.424;66;8.2;0.00745;0.806;
J CONTEMP MATH ANAL+;1068-3623;49;0.172;;0.053;38;;0.00018;;
J CONTEMP PHYS-ARME+;1068-3372;64;0.268;;0.093;54;;0.00012;;
J CONTIN EDUC HEALTH;0894-1912;937;2.575;2.810;0.455;33;4.6;0.00281;0.721;
J CONTIN EDUC NURS;0022-0124;545;1.039;;0.093;54;5.8;0.00105;;
J CONTROL RELEASE;0168-3659;24331;7.164;7.424;1.198;369;6.4;0.04992;1.754;
J CONVEX ANAL;0944-6532;484;0.900;0.964;0.164;67;5.5;0.00387;0.785;
J COORD CHEM;0095-8972;3187;1.932;1.461;0.393;392;2.7;0.00474;0.164;
J COSMET LASER THER;1476-4172;452;1.849;;0.093;54;4.0;0.00155;;
J COSMET SCI;1525-7886;271;0.215;0.323;0.070;43;6.9;0.00038;0.065;
J COSMOL ASTROPART P;1475-7516;10244;6.497;5.786;2.698;394;2.6;0.05446;1.997;
J CRANIO MAXILL SURG;1010-5182;1929;1.540;1.926;0.268;97;8.4;0.00346;0.503;
J CRANIOFAC SURG;1049-2275;2410;0.772;0.948;0.059;474;5.3;0.00748;0.267;
J CRIT CARE;0883-9441;1321;2.077;2.298;0.383;133;4.7;0.00545;0.825;
J CROHNS COLITIS;1873-9946;285;2.628;2.392;0.442;86;2.0;0.00113;0.570;
J CRUSTACEAN BIOL;0278-0372;1939;1.115;1.122;0.250;80;>10.0;0.00238;0.347;
J CRYPTOL;0933-2790;1191;2.675;2.582;1.000;20;>10.0;0.00113;0.636;
J CRYST GROWTH;0022-0248;24664;1.737;1.850;0.275;629;7.3;0.05820;0.580;
J CULT HERIT;1296-2074;716;1.162;1.377;0.095;63;6.2;0.00209;0.439;
J CUTAN MED SURG;1203-4754;576;0.822;1.116;0.098;41;6.5;0.00113;0.280;
J CUTAN PATHOL;0303-6987;3281;1.744;1.777;0.356;208;6.4;0.00729;0.446;
J CYST FIBROS;1569-1993;1088;2.840;;0.414;70;3.3;0.00515;;
J CYTOL;0970-9371;49;0.333;;0.000;39;;0.00008;;
J DAIRY RES;0022-0299;2591;1.807;1.832;0.274;73;>10.0;0.00342;0.491;
J DAIRY SCI;0022-0302;27286;2.497;2.952;0.359;621;9.8;0.03053;0.568;
J DATABASE MANAGE;1063-8016;274;2.121;1.978;0.444;18;5.1;0.00072;0.418;
J DENT EDUC;0022-0337;1978;1.018;;0.277;130;7.0;0.00279;;
J DENT RES;0022-0345;13593;3.773;4.389;0.437;229;>10.0;0.02261;1.293;
J DENT SCI;1991-7902;33;0.286;;0.057;35;;0.00011;;
J DENT;0300-5712;3691;2.115;2.463;0.215;144;6.8;0.00909;0.725;
J DERMATOL SCI;0923-1811;2474;3.712;3.504;0.506;89;5.2;0.00734;0.954;
J DERMATOL TREAT;0954-6634;1033;2.115;1.946;0.123;65;5.0;0.00286;0.467;
J DERMATOL;0385-2407;2028;1.355;1.201;0.156;128;7.6;0.00393;0.307;
J DEV BEHAV PEDIATR;0196-206X;2296;2.205;2.935;0.227;110;8.0;0.00574;1.014;
J DIABETES COMPLICAT;1056-8727;1576;2.147;2.165;0.475;61;6.8;0.00405;0.673;
J DIFFER EQU APPL;1023-6198;779;0.951;0.936;0.131;84;5.8;0.00268;0.325;
J DIFFER EQUATIONS;0022-0396;7332;1.261;1.696;0.241;261;9.8;0.03087;1.182;
J DIFFER GEOM;0022-040X;2704;1.490;1.484;0.104;48;>10.0;0.00908;2.109;
J DIGEST DIS;1751-2972;265;1.870;;0.236;55;2.3;0.00122;;
J DIGIT IMAGING;0897-1889;683;1.413;1.427;0.156;77;4.8;0.00173;0.325;
J DISP TECHNOL;1551-319X;703;1.674;2.299;0.438;89;3.3;0.00504;0.899;
J DISPER SCI TECHNOL;0193-2691;1244;0.628;0.720;0.105;238;5.4;0.00281;0.158;
J DRUG DELIV SCI TEC;1773-2247;242;0.563;0.616;0.109;55;4.1;0.00086;0.136;
J DRUG TARGET;1061-186X;2283;2.491;3.024;0.400;80;6.0;0.00514;0.716;
