Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J MATER SCI;0022-2461;27995;2.015;1.918;0.323;939;9.4;0.05323;0.584;
J MATERN-FETAL NEO M;1476-7058;2153;1.495;1.592;0.295;353;3.8;0.00792;0.487;
J MATH ANAL APPL;0022-247X;15977;1.001;1.305;0.278;831;7.5;0.06731;0.744;
J MATH BIOL;0303-6812;3134;2.963;2.480;0.493;75;>10.0;0.00784;1.222;
J MATH CHEM;0259-9791;1559;1.303;1.188;0.306;147;4.9;0.00527;0.414;
J MATH ECON;0304-4068;893;0.275;0.415;0.100;90;>10.0;0.00334;0.490;
J MATH FLUID MECH;1422-6928;276;0.768;0.858;0.108;37;6.4;0.00178;0.726;
J MATH IMAGING VIS;0924-9907;1139;1.391;1.651;0.429;49;6.6;0.00656;1.189;
J MATH INEQUAL;1846-579X;81;0.336;;0.058;52;;0.00072;;
J MATH KYOTO U;0023-608X;525;0.452;0.466;;0;>10.0;0.00214;0.655;
J MATH LOG;0219-0613;71;0.500;0.591;0.000;5;;0.00083;1.028;
J MATH MUSIC;1745-9737;15;0.190;0.282;0.400;10;;0.00005;0.069;
J MATH PHYS ANAL GEO;1812-9471;27;0.163;;0.062;16;;0.00024;;
J MATH PHYS;0022-2488;12425;1.291;1.181;0.280;472;>10.0;0.02659;0.648;
J MATH PSYCHOL;0022-2496;1509;1.699;1.809;1.184;38;>10.0;0.00381;1.104;
J MATH PURE APPL;0021-7824;1631;1.295;1.374;0.208;53;>10.0;0.00757;1.485;
J MATH SCI-U TOKYO;1340-5705;99;0.200;;0.000;13;;0.00084;;
J MATH SOC JPN;0025-5645;961;0.630;0.585;0.106;47;>10.0;0.00307;0.662;
J MATH SOCIOL;0022-250X;475;0.680;0.803;0.364;11;>10.0;0.00051;0.460;
J MECH BEHAV BIOMED;1751-6161;673;2.814;3.511;0.283;212;2.6;0.00358;1.121;
J MECH DESIGN;1050-0472;3156;1.017;1.483;0.110;146;7.9;0.00726;0.523;
J MECH MATER STRUCT;1559-3959;342;0.675;0.763;0.086;70;4.1;0.00334;0.416;
J MECH MED BIOL;0219-5194;149;0.468;0.549;0.091;77;3.8;0.00026;0.077;
J MECH PHYS SOLIDS;0022-5096;9562;2.806;3.522;0.843;140;>10.0;0.02015;1.755;
J MECH ROBOT;1942-4302;130;1.062;1.062;0.161;56;2.0;0.00087;0.420;
J MECH SCI TECHNOL;1738-494X;683;0.448;0.401;0.049;365;3.0;0.00369;0.133;
J MECH;1727-7191;214;0.325;0.374;0.108;65;6.2;0.00051;0.109;
J MED BIOCHEM;1452-8258;81;0.610;;0.463;41;;0.00008;;
J MED BIOL ENG;1609-0985;164;0.731;;0.220;59;2.9;0.00041;;
J MED CHEM;0022-2623;56481;5.248;5.321;1.049;709;7.4;0.09636;1.302;
J MED DEVICES;1932-6181;89;0.600;;0.140;43;;0.00045;;
J MED ENTOMOL;0022-2585;5859;1.762;2.153;0.155;168;9.2;0.00920;0.584;
J MED ETHICS;0306-6800;2267;1.363;1.379;0.517;149;5.4;0.00680;0.438;
J MED FOOD;1096-620X;2007;1.408;1.687;0.181;226;4.6;0.00450;0.337;
J MED GENET;0022-2593;11334;6.365;5.669;1.099;131;7.4;0.03041;2.284;
J MED IMAG RADIAT ON;1754-9477;237;0.868;0.910;0.157;83;2.7;0.00116;0.258;
J MED INTERNET RES;1438-8871;2017;4.409;5.357;0.703;111;4.4;0.00595;1.410;
J MED MICROBIOL;0022-2615;7138;2.502;2.652;0.565;262;6.3;0.01868;0.823;
J MED PRIMATOL;0047-2565;805;1.301;1.198;0.180;50;7.3;0.00181;0.367;
J MED SCREEN;0969-1413;980;1.691;1.958;0.387;31;7.1;0.00278;0.803;
J MED SPEECH-LANG PA;1065-1438;214;0.180;;;;7.3;0.00047;;
J MED SYST;0148-5598;768;1.132;1.114;0.085;153;5.5;0.00187;0.282;
J MED ULTRASON;1346-4523;93;0.333;;0.031;32;;0.00015;;
J MED VIROL;0146-6615;8601;2.820;2.751;0.445;301;6.7;0.01966;0.782;
J MEM LANG;0749-596X;5577;2.733;4.169;0.214;56;>10.0;0.01388;2.246;
J MEMBRANE BIOL;0022-2631;4064;1.808;2.002;0.640;86;>10.0;0.00512;0.671;
J MEMBRANE SCI;0376-7388;31333;3.850;4.314;0.627;724;6.1;0.05732;0.898;
J MENS HEALTH;1875-6867;77;0.484;;0.067;30;;0.00029;;
J METAMORPH GEOL;0263-4929;3862;2.990;4.004;1.021;48;9.8;0.00623;1.358;
J METEOROL SOC JPN;0026-1165;2673;1.233;1.955;0.313;67;>10.0;0.00719;1.035;
J MEX CHEM SOC;1870-249X;147;0.413;;0.000;44;4.2;0.00054;;
J MICRO-NANOLITH MEM;1932-5150;393;0.995;1.009;0.376;85;2.6;0.00130;0.202;
J MICROBIOL BIOTECHN;1017-7825;2336;1.381;1.253;0.108;186;4.0;0.00798;0.313;
J MICROBIOL IMMUNOL;1684-1182;967;0.987;;0.185;81;5.3;0.00273;;
J MICROBIOL METH;0167-7012;7178;2.086;2.544;0.369;252;6.9;0.01677;0.771;
J MICROBIOL;1225-8873;1419;1.095;1.534;0.115;157;5.2;0.00460;0.466;
J MICROELECTROMECH S;1057-7157;5029;2.098;2.512;0.289;166;6.9;0.01389;0.935;
J MICROENCAPSUL;0265-2048;1936;1.553;1.841;0.253;83;8.8;0.00235;0.385;
J MICROMECH MICROENG;0960-1317;8103;2.105;2.313;0.344;407;5.2;0.02777;0.749;
J MICROPALAEONTOL;0262-821X;244;0.759;0.615;0.385;13;>10.0;0.00037;0.257;
J MICROSC-OXFORD;0022-2720;5248;1.631;1.778;0.344;131;>10.0;0.01175;0.726;
J MIDWIFERY WOM HEAL;1526-9523;791;1.163;1.299;0.309;68;5.5;0.00199;0.338;
J MIN METALL B;1450-5339;106;1.317;;0.320;25;2.6;0.00026;;
J MIN SCI+;1062-7391;183;0.189;0.185;0.112;80;7.8;0.00029;0.041;
J MINER PETROL SCI;1345-6296;239;0.607;0.781;0.056;36;5.0;0.00098;0.287;
J MINIM INVAS GYN;1553-4650;1448;1.738;1.801;0.293;140;3.7;0.00603;0.492;
J MOD DYNAM;1930-5311;120;0.942;1.058;0.474;19;3.1;0.00330;1.731;
J MOD OPTIC;0950-0340;3623;1.170;0.967;0.360;222;8.5;0.00875;0.377;
J MOL BIOL;0022-2836;70086;4.001;3.981;1.051;712;>10.0;0.16197;1.823;
J MOL CATAL A-CHEM;1381-1169;17457;2.947;3.336;0.496;280;6.2;0.03474;0.767;
J MOL CATAL B-ENZYM;1381-1177;4576;2.735;2.701;0.574;183;5.7;0.00900;0.578;
J MOL CELL BIOL;1674-2788;298;7.667;7.667;1.000;37;1.8;0.00170;2.803;
J MOL CELL CARDIOL;0022-2828;10969;5.166;4.988;1.338;231;6.3;0.03137;1.712;
J MOL DIAGN;1525-1578;2310;3.576;3.997;0.726;84;4.3;0.00981;1.344;
J MOL ENDOCRINOL;0952-5041;3083;3.485;3.189;0.515;66;7.0;0.00746;1.097;
J MOL EVOL;0022-2844;8316;2.274;2.515;0.289;76;>10.0;0.01012;0.926;
J MOL GRAPH MODEL;1093-3263;4789;2.184;2.330;0.549;82;>10.0;0.00593;0.613;
J MOL HISTOL;1567-2379;758;1.484;1.710;0.238;63;4.9;0.00254;0.502;
J MOL LIQ;0167-7322;2682;1.580;1.497;0.304;217;5.8;0.00633;0.389;
J MOL MED;0946-2716;5588;4.668;4.704;1.178;107;5.6;0.01933;1.754;
J MOL MICROB BIOTECH;1464-1801;1384;1.953;2.505;0.167;36;7.3;0.00338;0.861;
J MOL MODEL;1610-2940;2515;1.797;2.312;0.397;317;4.5;0.00672;0.547;
J MOL NEUROSCI;0895-8696;2705;2.504;2.432;0.592;179;5.3;0.00723;0.685;
J MOL RECOGNIT;0952-3499;2006;3.310;3.375;0.630;100;6.4;0.00484;1.011;
J MOL SPECTROSC;0022-2852;5887;1.512;1.519;0.290;145;>10.0;0.00608;0.458;
J MOL STRUC-THEOCHEM;0166-1280;8041;1.437;1.277;;0;7.6;0.01349;0.305;
J MOL STRUCT;0022-2860;13071;1.634;1.611;0.306;720;7.0;0.01926;0.321;
J MOLLUS STUD;0260-1230;1349;1.227;1.567;0.680;50;>10.0;0.00254;0.577;
J MORPHOL;0362-2525;4306;1.539;1.686;0.464;110;>10.0;0.00557;0.608;
J MOTOR BEHAV;0022-2895;1753;1.638;1.775;0.167;54;>10.0;0.00256;0.615;
J MT SCI-ENGL;1672-6316;275;1.000;;0.076;92;4.5;0.00063;;
J MULT-VALUED LOG S;1542-3980;87;0.260;0.302;0.552;29;;0.00035;0.112;
J MULTIVARIATE ANAL;0047-259X;2282;0.879;1.088;0.193;109;8.0;0.01376;1.032;
J MUSCLE FOODS;1046-0756;393;0.500;0.651;;0;9.7;0.00063;0.178;
J MUSCLE RES CELL M;0142-4319;1576;1.981;1.982;0.355;31;>10.0;0.00233;0.745;
J MUSCULOSKEL NEURON;1108-7161;897;2.000;;0.677;31;6.2;0.00258;;
J MUSCULOSKELET PAIN;1058-2452;272;0.347;0.377;0.682;22;>10.0;0.00021;0.079;
J MYCOL MED;1156-5233;262;0.725;0.736;0.060;50;4.8;0.00042;0.110;
J N AM BENTHOL SOC;0887-3593;3920;2.800;3.251;0.647;85;8.9;0.00745;1.031;
J NANO RES-SW;1662-5250;134;0.630;0.655;0.113;62;2.4;0.00067;0.189;
J NANOELECTRON OPTOE;1555-130X;210;0.556;0.794;0.533;75;2.9;0.00101;0.259;
J NANOMATER;1687-4110;666;1.376;1.623;0.263;243;2.9;0.00317;0.472;
J NANOPART RES;1388-0764;4770;3.287;3.574;0.287;669;3.8;0.01518;0.931;
J NANOPHOTONICS;1934-2608;399;1.570;;0.506;85;2.7;0.00197;;
J NANOSCI NANOTECHNO;1533-4880;9593;1.563;1.574;0.208;1917;3.2;0.02625;0.291;
J NAT CONSERV;1617-1381;411;1.864;1.985;0.265;49;4.6;0.00153;0.639;
J NAT FIBERS;1544-0478;64;0.250;;0.050;20;;0.00014;;
J NAT GAS CHEM;1003-9953;653;1.348;;0.138;109;3.5;0.00212;;
J NAT HIST;0022-2933;2232;0.953;0.823;0.272;136;>10.0;0.00340;0.265;
J NAT MED-TOKYO;1340-3443;638;1.389;1.451;0.320;103;3.3;0.00225;0.299;
J NAT PROD;0163-3864;18661;3.128;3.164;0.464;401;8.6;0.02555;0.683;
J NATL CANCER I;0027-8874;35847;13.757;14.537;3.308;130;9.5;0.08069;6.188;
J NATL COMPR CANC NE;1540-1405;1414;4.409;;0.467;75;3.0;0.00952;;
J NATL MED ASSOC;0027-9684;2597;1.164;1.398;0.101;109;6.3;0.00796;0.504;
J NATL SCI FOUND SRI;1391-4588;54;0.232;;0.000;40;;0.00012;;
J NAVIGATION;0373-4633;387;0.613;0.770;0.123;65;6.7;0.00085;0.217;
J NEAR INFRARED SPEC;0967-0335;829;1.012;1.276;0.349;43;7.6;0.00139;0.317;
J NEMATOL;0022-300X;1832;0.522;1.222;0.000;6;>10.0;0.00136;0.359;
J NEPAL MED ASSOC;0028-2715;86;0.197;;0.091;11;;0.00034;;
J NEPHROL;1121-8428;1828;1.654;1.458;0.319;113;5.3;0.00513;0.405;
J NERV MENT DIS;0022-3018;6856;1.682;2.232;0.333;153;>10.0;0.00974;0.727;
J NETW COMPUT APPL;1084-8045;425;1.065;0.960;0.217;180;3.2;0.00148;0.272;
J NETW SYST MANAG;1064-7570;127;0.452;0.557;0.261;23;5.4;0.00073;0.345;
J NEURAL ENG;1741-2560;1776;3.837;4.434;0.640;172;4.1;0.00646;1.159;
J NEURAL TRANSM-SUPP;0303-6995;1089;1.071;1.800;;0;>10.0;0.00140;0.464;
J NEURAL TRANSM;0300-9564;5205;2.730;2.662;0.649;171;6.1;0.01274;0.750;
J NEURO-ONCOL;0167-594X;6841;3.214;3.036;0.542;369;5.5;0.01815;0.859;
J NEURO-OPHTHALMOL;1070-8022;844;1.448;1.420;0.446;56;6.6;0.00182;0.404;
J NEUROCHEM;0022-3042;38731;4.061;4.201;0.790;420;8.2;0.08112;1.333;
J NEURODEV DISORD;1866-1947;169;3.062;3.063;0.528;36;2.2;0.00119;1.346;
J NEUROENDOCRINOL;0953-8194;4915;3.138;3.441;0.754;130;6.7;0.01283;1.078;
J NEUROENG REHABIL;1743-0003;909;3.264;3.232;0.288;66;3.8;0.00308;0.795;
J NEUROGENET;0167-7063;463;2.417;1.923;0.409;22;7.6;0.00205;1.074;
J NEUROIMAGING;1051-2284;1156;1.509;1.510;0.330;109;6.0;0.00382;0.576;
J NEUROIMMUNE PHARM;1557-1890;971;4.574;4.520;0.900;60;3.0;0.00480;1.296;
J NEUROIMMUNOL;0165-5728;9602;2.959;3.024;0.607;219;7.5;0.01880;0.865;
J NEUROINFLAMM;1742-2094;1495;3.827;4.728;0.361;180;3.4;0.00607;1.304;
J NEUROINTERV SURG;1759-8478;94;0.923;0.923;0.111;81;;0.00051;0.308;
J NEUROL NEUROSUR PS;0022-3050;23198;4.764;4.953;1.295;244;>10.0;0.03995;1.751;
J NEUROL PHYS THER;1557-0576;353;2.205;;0.565;23;4.4;0.00121;;
J NEUROL SCI-TURK;1302-1664;29;0.058;;0.050;80;;0.00007;;
J NEUROL SCI;0022-510X;11954;2.353;2.441;0.341;402;8.7;0.02596;0.775;
J NEUROL;0340-5354;9172;3.473;3.203;0.750;248;6.5;0.02434;1.039;
J NEUROLINGUIST;0911-6044;615;1.965;1.987;0.120;50;5.5;0.00215;0.738;
J NEUROPATH EXP NEUR;0022-3069;8410;4.258;4.633;0.435;92;9.1;0.01604;1.573;
J NEUROPHYSIOL;0022-3077;43413;3.316;3.713;0.640;541;9.9;0.09069;1.563;
J NEUROPSYCH CLIN N;0895-0172;3056;2.505;3.047;0.339;62;9.6;0.00463;0.911;
J NEUROPSYCHOL;1748-6645;205;1.742;2.122;2.556;18;3.0;0.00103;0.756;
J NEURORADIOLOGY;0150-9861;603;1.213;1.313;0.268;41;6.8;0.00140;0.385;
J NEUROSCI METH;0165-0270;10653;1.980;2.400;0.386;337;7.5;0.02750;0.847;
J NEUROSCI NURS;0888-0395;449;0.810;;0.091;44;7.0;0.00104;;
J NEUROSCI RES;0360-4012;14627;2.738;3.047;0.545;198;7.6;0.03130;0.968;
J NEUROSCI;0270-6474;150228;7.115;7.915;1.141;1790;7.3;0.44963;3.255;
J NEUROSURG ANESTH;0898-4921;816;2.233;1.824;0.261;46;6.8;0.00184;0.520;
J NEUROSURG SCI;0390-5616;470;0.400;;0.050;40;>10.0;0.00050;;
J NEUROSURG-PEDIATR;1933-0707;1016;1.533;1.687;0.395;200;2.5;0.00441;0.439;
J NEUROSURG-SPINE;1547-5654;2607;1.534;1.945;0.293;205;4.5;0.01114;0.635;
J NEUROSURG;0022-3085;28800;2.965;3.088;0.639;402;>10.0;0.03334;0.895;
J NEUROTRAUM;0897-7151;7818;3.654;4.424;0.562;203;6.1;0.01962;1.274;
J NEUROVIROL;1355-0284;1920;2.310;2.356;0.476;63;7.7;0.00344;0.667;
J NEW MAT ELECTR SYS;1480-2422;476;0.533;0.682;0.098;41;8.3;0.00078;0.183;
J NEW MUSIC RES;0929-8215;295;0.481;0.787;0.172;29;7.7;0.00096;0.429;
J NON-CRYST SOLIDS;0022-3093;20377;1.537;1.510;0.458;659;>10.0;0.03189;0.460;
J NON-EQUIL THERMODY;0340-0204;406;1.024;1.175;0.143;21;9.5;0.00086;0.456;
J NON-NEWTON FLUID;0377-0257;4261;1.675;2.037;0.234;124;9.6;0.00810;0.703;
J NONCOMMUT GEOM;1661-6952;66;0.825;0.910;0.190;21;;0.00124;1.012;
J NONDESTRUCT EVAL;0195-9298;346;1.167;1.212;0.097;31;>10.0;0.00070;0.478;
J NONLINEAR CONVEX A;1345-4773;366;0.933;;0.047;43;5.7;0.00175;;
J NONLINEAR MATH PHY;1402-9251;444;0.543;0.623;0.224;67;6.2;0.00162;0.287;
J NONLINEAR OPT PHYS;0218-8635;242;0.379;0.370;0.062;48;7.4;0.00058;0.120;
J NONLINEAR SCI;0938-8974;556;1.149;1.570;0.345;29;9.3;0.00220;1.119;
J NONPARAMETR STAT;1048-5252;356;0.455;0.498;0.063;63;7.6;0.00186;0.458;
J NUCL CARDIOL;1071-3581;2077;2.668;2.526;0.549;102;4.9;0.00617;0.708;
J NUCL MATER;0022-3115;16255;2.052;2.060;0.298;1053;7.9;0.03217;0.587;
J NUCL MED;0161-5505;21165;6.381;6.527;1.037;272;6.9;0.04724;1.910;
J NUCL SCI TECHNOL;0022-3131;2152;0.707;0.652;0.293;167;9.2;0.00399;0.213;
J NUMBER THEORY;0022-314X;1277;0.559;0.478;0.146;157;>10.0;0.00882;0.562;
J NUMER MATH;1570-2820;91;0.533;;0.071;14;;0.00048;;
J NURS ADMIN;0002-0443;1725;1.419;1.687;0.039;77;7.0;0.00378;0.507;
J NURS CARE QUAL;1057-3631;528;1.193;1.276;0.156;45;5.8;0.00138;0.351;
J NURS EDUC;0148-4834;1353;0.855;1.177;0.080;113;6.8;0.00231;0.262;
J NURS MANAGE;0966-0429;1196;1.181;;0.065;107;4.8;0.00325;;
J NURS RES;1682-3141;305;0.688;;0.031;32;5.9;0.00070;;
J NURS SCHOLARSHIP;1527-6546;1289;1.490;1.887;0.245;49;7.0;0.00273;0.559;
J NUTR BIOCHEM;0955-2863;4960;3.891;4.260;1.095;147;5.8;0.01069;1.037;
J NUTR EDUC BEHAV;1499-4046;1450;1.692;2.336;0.650;80;6.6;0.00310;0.637;
J NUTR HEALTH AGING;1279-7707;1822;2.686;2.688;0.440;134;3.5;0.00586;0.647;
J NUTR SCI VITAMINOL;0301-4800;1380;1.199;1.344;0.094;64;8.8;0.00226;0.321;
J NUTR;0022-3166;32605;3.916;4.355;0.790;324;8.9;0.04787;1.265;
J NUTRIGENET NUTRIGE;1661-6499;86;1.143;;0.192;26;;0.00036;;
J OBSTET GYNAECOL RE;1341-8076;1361;0.942;1.071;0.068;309;4.3;0.00423;0.279;
J OBSTET GYNAECOL;0144-3615;1437;0.542;;0.125;240;5.6;0.00373;;
J OCCUP ENVIRON HYG;1545-9624;858;1.189;1.308;0.301;83;4.5;0.00322;0.375;
J OCCUP ENVIRON MED;1076-2752;4973;2.062;2.359;0.310;213;7.8;0.01072;0.777;
J OCCUP HEALTH;1341-9145;2065;1.550;1.638;0.214;56;8.9;0.00283;0.485;
J OCEANOGR;0916-8370;1534;1.232;1.311;0.333;66;7.9;0.00446;0.640;
J OCUL PHARMACOL TH;1080-7683;1312;1.509;1.552;0.172;99;6.7;0.00282;0.399;
J OFF STAT;0282-423X;500;0.328;;0.088;34;>10.0;0.00124;;
J OFFSHORE MECH ARCT;0892-7219;335;0.427;0.507;0.130;46;9.5;0.00089;0.230;
J OIL PALM RES;1511-2780;166;0.237;;0.000;38;7.2;0.00025;;
J OLEO SCI;1345-8957;755;1.417;;0.295;88;4.2;0.00193;;
J OPER MANAG;0272-6963;4107;4.382;6.012;0.358;53;8.1;0.00845;1.896;
J OPER OCEANOGR;1755-876X;29;0.789;0.758;0.500;8;;0.00023;0.388;
J OPER RES SOC;0160-5682;4351;0.971;1.350;0.146;192;>10.0;0.00959;0.652;
J OPERAT THEOR;0379-4024;681;0.681;0.714;0.140;43;>10.0;0.00324;0.815;
J OPT A-PURE APPL OP;1464-4258;2850;1.924;1.652;;0;5.1;0.01124;0.573;
J OPT COMMUN NETW;1943-0620;392;1.872;1.877;0.250;100;2.2;0.00281;0.786;
J OPT NETW;1536-5379;526;1.079;1.334;;0;4.5;0.00310;0.565;
J OPT SOC AM A;1084-7529;12697;1.562;1.773;0.471;306;>10.0;0.01973;0.604;
J OPT SOC AM B;0740-3224;11210;2.185;2.097;0.561;424;9.0;0.02768;0.813;
J OPT SOC KOREA;1226-4776;267;1.090;;0.134;67;2.6;0.00086;;
J OPT TECHNOL+;1070-9762;414;0.288;0.259;0.060;166;5.5;0.00094;0.061;
J OPTICS-UK;2040-8978;645;1.573;1.573;0.675;289;1.3;0.00332;0.633;
J OPTIMIZ THEORY APP;0022-3239;3571;1.062;1.200;0.200;145;>10.0;0.00843;0.666;
J OPTOELECTRON ADV M;1454-4164;1883;0.457;0.436;0.089;292;5.0;0.00552;0.110;
J ORAL IMPLANTOL;0160-6972;762;1.527;;0.272;81;7.9;0.00105;;
J ORAL MAXIL SURG;0278-2391;10381;1.640;1.838;0.192;501;8.6;0.01722;0.474;
J ORAL PATHOL MED;0904-2512;3386;1.628;2.016;0.252;115;8.8;0.00518;0.516;
J ORAL REHABIL;0305-182X;3836;1.529;1.945;0.231;104;8.9;0.00579;0.543;
J ORG CHEM;0022-3263;98614;4.450;4.204;1.099;1242;9.9;0.13846;1.057;
J ORG COMP ELECT COM;1091-9392;159;0.344;0.628;0.056;18;8.1;0.00021;0.145;
J ORGANOMET CHEM;0022-328X;22966;2.384;2.085;0.658;584;>10.0;0.02436;0.448;
J ORNITHOL;0021-8375;1714;1.636;2.024;0.362;138;5.1;0.00657;0.718;
J OROFAC ORTHOP;1434-5293;514;0.859;;0.139;36;7.6;0.00123;;
J OROFAC PAIN;1064-6655;1039;2.588;2.396;0.278;36;7.8;0.00187;0.663;
J ORTHOP RES;0736-0266;10618;2.811;3.197;0.480;281;8.3;0.02115;1.007;
J ORTHOP SCI;0949-2658;1408;0.843;1.103;0.135;126;6.8;0.00361;0.369;
J ORTHOP SPORT PHYS;0190-6011;3272;3.000;2.980;0.645;93;8.5;0.00527;0.723;
J ORTHOP TRAUMA;0890-5339;4713;2.135;2.651;0.165;176;7.6;0.01043;0.844;
J OTOLARYNGOL-HEAD N;1916-0216;1380;0.715;0.791;0.091;88;10.0;0.00252;0.237;
J OVARIAN RES;1757-2215;156;2.571;2.667;0.190;21;2.1;0.00093;0.894;
J OVONIC RES;1842-2403;61;0.435;;0.286;14;;0.00027;;
J PAEDIATR CHILD H;1034-4810;2650;1.281;1.431;0.224;152;7.5;0.00607;0.468;
J PAIN SYMPTOM MANAG;0885-3924;6259;2.503;3.106;0.359;181;7.5;0.01363;0.977;
J PAIN;1526-5900;4452;4.926;4.790;0.777;148;4.1;0.01698;1.462;
J PALEOLIMNOL;0921-2728;2781;1.898;2.198;0.423;78;8.3;0.00656;0.753;
J PALEONTOL;0022-3360;3833;1.148;1.220;0.278;90;>10.0;0.00474;0.525;
J PALLIAT CARE;0825-8597;782;0.931;1.099;0.162;37;>10.0;0.00107;0.383;
J PALLIAT MED;1096-6218;2230;1.849;2.303;0.401;152;4.9;0.00797;0.731;
J PARALLEL DISTR COM;0743-7315;1429;0.859;1.116;0.130;131;7.1;0.00525;0.554;
J PARASITOL;0022-3395;7939;1.405;1.423;0.268;209;>10.0;0.00869;0.403;
J PATHOL;0022-3417;13421;6.318;6.143;2.153;176;7.5;0.03406;2.232;
J PEDIAT HEMATOL ONC;1077-4114;2648;1.159;1.253;0.178;264;6.8;0.00707;0.420;
J PEDIAT OPHTH STRAB;0191-3913;1041;0.626;0.837;0.089;45;>10.0;0.00140;0.311;
J PEDIAT-BRAZIL;0021-7557;1180;1.013;;0.321;78;5.7;0.00269;;
J PEDIATR ADOL GYNEC;1083-3188;740;1.539;;0.289;76;5.1;0.00214;;
J PEDIATR ENDOCR MET;0334-018X;1871;0.875;1.026;0.071;198;6.9;0.00406;0.286;
J PEDIATR GASTR NUTR;0277-2116;6841;2.298;2.314;0.481;258;6.9;0.01527;0.695;
J PEDIATR HEALTH CAR;0891-5245;560;1.661;;0.500;28;6.1;0.00138;;
J PEDIATR ONCOL NURS;1043-4542;492;0.701;;0.057;35;7.2;0.00094;;
J PEDIATR ORTHOP B;1060-152X;773;0.467;0.587;0.136;81;7.8;0.00147;0.189;
J PEDIATR ORTHOPED;0271-6798;4256;1.156;1.408;0.185;178;>10.0;0.00716;0.477;
J PEDIATR SURG;0022-3468;12488;1.450;1.558;0.151;537;9.0;0.02030;0.429;
J PEDIATR UROL;1477-5131;658;1.379;;0.352;108;3.2;0.00353;;
J PEDIATR-US;0022-3476;22933;4.115;4.197;0.762;319;>10.0;0.04102;1.533;
J PEPT SCI;1075-2617;1715;1.799;1.714;0.387;111;4.9;0.00494;0.475;
J PERFORM CONSTR FAC;0887-3828;306;0.450;0.634;0.085;59;5.7;0.00162;0.332;
J PERIANESTH NURS;1089-9472;227;0.714;;0.400;25;5.2;0.00047;;
J PERINAT MED;0300-5577;1705;1.702;1.779;0.190;105;6.4;0.00438;0.546;
J PERINAT NEONAT NUR;0893-2190;438;1.364;1.309;0.286;42;5.5;0.00107;0.323;
J PERINATOL;0743-8346;3069;1.801;1.960;0.446;139;5.7;0.00969;0.660;
J PERIODONTAL RES;0022-3484;2919;1.686;2.048;0.284;95;9.0;0.00457;0.541;
J PERIODONTOL;0022-3492;11376;2.602;2.713;0.340;200;9.1;0.01667;0.696;
J PERIPHER NERV SYST;1085-9489;1020;2.800;3.122;0.407;59;5.8;0.00289;0.962;
J PEST SCI;1612-4758;378;1.509;1.343;0.153;59;3.5;0.00124;0.321;
J PESTIC SCI;1348-589X;660;0.635;0.836;0.130;77;8.0;0.00103;0.214;
J PETROL GEOL;0141-6421;541;0.860;1.009;0.238;21;>10.0;0.00072;0.365;
J PETROL SCI ENG;0920-4105;1844;0.869;1.177;0.106;170;7.5;0.00550;0.491;
J PETROL;0022-3530;8830;4.059;4.825;0.702;84;>10.0;0.01697;2.157;
J PHARM INNOV;1872-5120;107;0.789;;0.087;23;3.4;0.00046;;
J PHARM PHARM SCI;1482-1826;1187;1.646;2.329;0.179;39;6.4;0.00214;0.534;
J PHARM PHARMACOL;0022-3573;6871;2.175;2.088;0.282;188;>10.0;0.00828;0.458;
J PHARM SCI-US;0022-3549;16617;3.055;3.324;0.676;444;9.5;0.02393;0.794;
J PHARMACEUT BIOMED;0731-7085;14454;2.967;2.979;0.602;487;5.9;0.02827;0.648;
J PHARMACOKINET PHAR;1567-567X;672;2.062;2.323;0.130;46;5.2;0.00225;0.736;
J PHARMACOL EXP THER;0022-3565;35576;3.828;3.995;0.873;408;9.5;0.05565;1.185;
J PHARMACOL SCI;1347-8613;3213;2.082;2.286;0.379;153;4.7;0.01019;0.605;
J PHASE EQUILIB DIFF;1547-7037;1479;0.619;0.611;0.090;111;>10.0;0.00241;0.206;
J PHOTOCH PHOTOBIO A;1010-6030;12665;2.421;2.925;0.371;326;7.5;0.02084;0.692;
J PHOTOCH PHOTOBIO B;1011-1344;4841;2.814;2.650;0.527;148;>10.0;0.00662;0.648;
J PHOTOCH PHOTOBIO C;1389-5567;1654;10.360;12.458;0.375;16;6.6;0.00367;3.394;
J PHOTOPOLYM SCI TEC;0914-9244;807;0.904;0.705;0.009;116;4.6;0.00173;0.135;
J PHYCOL;0022-3646;7622;2.071;2.729;0.310;142;>10.0;0.01107;0.880;
J PHYS A-MATH THEOR;1751-8113;19487;1.564;1.344;0.764;821;7.8;0.06169;0.617;
J PHYS B-AT MOL OPT;0953-4075;12535;1.875;1.689;0.618;492;9.2;0.03191;0.672;
J PHYS CHEM A;1089-5639;53462;2.946;2.941;0.599;1610;6.3;0.12465;0.811;
J PHYS CHEM B;1520-6106;118812;3.696;4.061;0.715;1689;6.7;0.24652;1.161;
J PHYS CHEM C;1932-7447;60782;4.805;5.049;0.720;3166;2.9;0.28472;1.342;
J PHYS CHEM LETT;1948-7185;4695;6.213;6.217;1.405;529;1.4;0.02417;2.075;
J PHYS CHEM REF DATA;0047-2689;4693;3.172;3.804;0.214;14;>10.0;0.00452;2.303;
J PHYS CHEM SOLIDS;0022-3697;11020;1.632;1.417;0.200;290;>10.0;0.01690;0.432;
