EMPLOYEE_ID	DESCRIPTION
1043341	The Li laboratory is interested in dissection of molecular mechanisms that regulate cellular stress response and cell death signaling.  We have recently identified Cdk5 activator binding protein C53 as a novel regulator of cell cycle and DNA damage response.  We are currently investigating how C53 regulates normal cell cycle progression and DNA damage response. 
1043419	Dr. Green's research employs murine models of cholestatic liver disease and fatty liver disorders in order to determine the pathogenesis of liver injury, and  thus devise rational therapies for these common liver diseases.  In addition, he participates in clinical trials on the treatment of hepatic disorders with other members in the Division of Hepatology. 
1043419	Hepatology (liver)
1043458	Body imaging, Ultrasound (US)
1043560	Ethics, professionalism and communication in the healthcare setting.<br/>Achieving measurable efficacy, safety, efficiency and satisfaction in a complex healthcare delivery system.
1043570	1.  The role of EEG in the evaluation of children with febrile status epilepticus.  
2.  The classification and characterization of infantile epilepsies.
3.  The correlation between EEG findings and cognition.
4.  Epilepsy surgery in children.
1043582	Master of Science: Healthcare Quality and Patient Safety 2011
1043621	Neuroradiology
1043672	Neuroanesthesia
1043708	Menopause, Minimally invasive surgery, Perimenopause management, Vaginal pain, Vaginal plastic repairs
1043952	General pediatric endocrinology and diabetes patients with a specific interest in disorders of sexual development and puberty.
1044194	Thyroid disease, Fine needle aspiration thyroid nodules, pituitary disease
1044200	General neurologic disorders
1044214	My focus and expertise as a clinical psychologist is in the practice of cognitive-behavioral therapy (as clinician, instructor, and supervisor). Within that paradigm, my research and clinical interests are in the treatment of anxiety and mood disorders, particularly obsessive-compulsive disorder.  Also, I am interested in the use of technology for self-help and the treatment of mental health problems.
1044272	Susan Yount, Ph.D., is a licensed clinical health psychologist and associate professor in the Department of Medical Social Sciences (MSS), Northwestern University Feinberg School of Medicine. Her research interests include the development and application of measures of quality of life, symptoms, and health status in chronic illness; and adjustment to and coping with chronic illness. Her clinical research interests include oncology and organ transplant as well as a range of other chronic illnesses.
1044275	Hematopathology<BR><BR><br/>Lymphoproliferative disorders
1044490	Benign breast disease, Breast cancer surgery, High risk breast disease, Surgical oncology
1044494	Dr. Lin has special interest in the mangement of prostate, kidney, and bladder cancers with an emphasis on robotic surgery.
1044534	Medical disorders of the breast, Primary care internal medicine, Women's health care
1044537	Advanced Laparoscopic Procedures, Gallstones, Hernia, Obesity Surgery, Pancreas
1044550	Human brain imaging of chronic pain conditions. Animal studies of crtical dynamics of pain.
1044559	clinical trial design, vaccines, epidemiological methods
1044682	Regional Anesthesia
1044711	Adrenal tumors, Female hernias, Galbladder disease, Gallstones, Incisional hernias, Laparoscopy, Minimally invasive endocrine surgery, Parathyroid Disease, Thyroid tumors, Ventral hernias
1044739	Hematopathology, leukemia, nucleoporins, NUP98
1044955	Calcium Disorders, Hyperparathyroidism, Metabolic Bone Diseases, Osteoporosis
1044980	Cancer genetics, Colon cancer
1045018	Gynecologic Imaging, Pelvic MRI, Body MRI, Hepatobiliary MRI, Computed Tomography, PET scanning
1045019	Cancer early detection, Colposcopy, Ovarian cancer
1045030	Articular cartilage repair, General orthopaedics, Shoulder problems / injuries, Sports medicine
1045124	My clinical interests are in pediatric neurocritical care including stroke, traumatic brain injury, refractory status epilepticus and the neurologic complications of critical illness. The activity of my research group is focused on the glial responses to traumatic brain injury and the role of activated glia in the mechanisms of epileptogenesis and blood brain barrier dysregulation following acute brain injury. Our clincal research is focused on the application of bioinformatics to pediatric critical care with the goal of developing fully integrated  real-time physiologic and laboratory data collection and analysis in the pediatric intensive care unit.
1045145	Atrial fibrillation, Biventricular pacing, Cardiac arrhythmias, Catheter ablation, Implantable defibrillators
1045159	Early detection, biomarkers, epigenetics, drug resistance, DNA methylation
1045163	Head & neck cancer, Lung cancer
1045197	Movement disorders including chorea, Dystonia, Essential tremor, Multiple systems atrophy (MSA), Myoclonus, Parkinson's disease, Progressive supranuclear palsy (PSP), Tics. Interest is focused on clinica management, clinical pharmacology, clinical trials desifn, experimental pharmacology
1045213	Mechanisms of action of the naturally occurring inhibitors of angiogenesis;<br/>endocrine therapy for breast cancer
1045293	Current research is focused on Interventional Spine Care.  <br/>Clinical interests include diagnosis and treatment of spine disorders, including cervical and lumbar degenerative disc disease, radicular pain/sciatica, facet joint mediated pain, and other causes.  Treatment is focused on rehabilitation, including physical therapy and occupational therapy. Complementary treatments offered include acupuncture and chiropractic.  All treatments are offered on site at the Rehabilitation Institute of Chicago.  Interventional spine procedures include cervical and lumbar epidural steroid injections/selective nerve root blocks, facet injections and radiofrequency neurotomy(rhizotomy), facet cyst aspiration/rupture, sacroiliac joint injections, discography, percutaneous disc decompression, and sympathetic blocks
1045433	Outcome based researches on educational interventions to create better physicians of the future.
1045466	Our laboratory investigates the role of the nuclear factor Ikaros in T cell development and leukemogenesis. Ikaros is a nuclear factor that is a component of two chromatin remodeling complexes associated with gene activation as well as gene repression.  Genetically engineered Ikaros null mice develop T cell leukemia with 100% penetrance suggesting that Ikaros is a tumor suppressor.  In addition, lack of Ikaros results in multiple defects in T cell development that include a decrease in the number of T cells, an increased potential to differentiate into the CD4 lineage and a complete lack of fetal T cell development. In addition, they are unable to undergo negative selection, a checkpoint that is required to prevent the inappropriate maturation of autoreactive T cells.  In order to determine mechanisms for Ikaros? role in T cell biology, we are studying the role of Ikaros in regulating Notch and TCR signaling pathways, as well as in regulating early developmental decisions from the level of early lymphoid progenitors.  We are also interested in investigating the role of Ikaros in regulation of T helper fate decisions during an immune response. 
1045574	I am interested in how early events and environments shape later outcomes of preterm births.  For example, babies who were small at birth seem to be at high risk for complications such as high blood pressure, diabetes and obesity in adulthood.  Why?  There are many theories, but a biological explanation is still missing.  I study prenatal environments such as maternal health, biological markers such as cord blood and placenta, and early neonatal experiences for clues as to and how they relate to later outcomes, especially obesity.  At present, I focus on outcomes during the neonatal period, but eventually I would like to follow growth and health of these babies into adulthood.
1046251	Major focus of my research program is a translational approach to study of valvular heart disease basic and clinical research.
1046467	Diseases of ear, Ear surgery, Otology
1046492	Ablations, Arrhythmias, Defibrillators, EP studies, Pacemakers, Syncope
1046519	Gene delivery, nuclear transport, intracellular trafficking of DNA, gene therapy
1046717	Dr. Trainor is a board certified in Pediatrics and Pediatric Emergency Medicine.  She is director of the M4 Pediatric Sub-internship for the Feinberg School of Medicine, and is in charge of the M4 electives in Pediatric medicine at Children's Memorial Hospital.  In addition, she is the Associate Fellowship Director in Pediatric Emergency Medicine.  Her primary research interests involve medical education and the use of simulation to teach medical students, residents, and fellows clinical pediatrics and pediatric emergency medicine.
1046736	Application of Hematopoietic Stem Cell Transplantation to treat pediatric diseases--cancers, hematologic and immunologic diseases. Expand the indications for Stem Cell transplantation as cellular therapy for other diseases/organ dysfunction.
1046741	Rheumatoid Arthritis, Psoriatic Arhritis (combined program with Dermatology), Spondyloarthopathies
1046744	My research examines the effects of prostheses and orthoses on human locomotion in order to increase understanding, establish efficacy, and improve effectiveness of prosthetic and orthotic interventions for people with disability.  
1046905	My research focuses on the role of secreted protein toxins on bacterial pathogenesis.  The toxins we study are  members of the MARTX family and are produced by Vibrio cholerae, a pathogen important for the diarrheal disease cholera, and Vibrio vulnificus, a pathogen that causes septicemia and necrotizing fasciitis from seafood consumption.  Our group studies both the role of these toxins in evasion of the innate immune response using mouse models and the mechanism of action of these toxins using a combination of cell biology, biochemistry, and structural biology.
1047087	Resident education, Student education
1047088	Neuroradiology
1047091	Hepatology
1047131	MaryBeth Lake, MD, a former chief resident at Western Psychiatric Institute and Clinic (WPIC) at the University of Pittsburgh, is associate professor and the director of education in the Division of Child and Adolescent Psychiatry, which is housed at Children?s Memorial Hospital. Prior to joining Northwestern and Children's Memorial in 2000, Dr. Lake worked briefly in the private sector providing inpatient, outpatient and partial hospitalization program services. She is a member of several regional and national professional organizations and was previously a member of the American Academy of Child and Adolescent Psychiatry (AACAP) Committee for Liaison with Primary Care. Dr. Lake is a co-author of the Concise Guide to Child and Adolescent Psychiatry, as well as other publications. In addition to her focus on graduate medical education, Dr. Lake has a special interest in family therapy and cognitive behavioral therapy. 
1047160	Healthcare ethics; Development of cultural competence in physical therapists; Provision of patient-centered physical therapy; Professional development of physical therapists
1047214	Laboratory investigations of the molecular basis of disease progression in myeloid malignancies.
1047214	Leukemia, Lymphoma, Myeloma
1047272	General gastroenterology
1047289	Coronary disease, Lipid management, Prevention of heart disease, Preventive cardiology
1047291	Cellular immunology, macrophage-virus interactions, apoptosis induction
1047292	Dr. Weiss is Director of the medical school's Institute for Healthcare Studies.  The Institute conducts research and education in the area of health care quality, patient safety, healthcare equity, and policy.  Dr. Weiss' research includes more than 100 publications in the area with a focus no chronic respiratory disease and clinical guidlines.  Dr. Weiss is involved in the development of national healthcare policy related to measurement of physician quality of care.
1047321	Primary Research Interests Focus Upon Pediatric Kidney Disease Specific to:<br/>(1) Methylated arginine derivatives and kidney disease progression;<br/>(2) Methylated arginine derivatives and cardiovascular remodeling;  <br/>(3) Proteomic markers for prediction of kidney disease progression;<br/>(4) Use of ambulatory blood pressure monitoring (ABPM) for undiagnosed hypertension and progressive loss of nocturnal BP dip;<br/>(5) Hemodynamic and rheologic responses during hemodialysis, including use of conventional and non-conventional markers in evaluation of hypervolemic states in end stage kidney disease.
1047445	We are interested in the universal patterns of organization of complex systems in nature.  <br/>Previous work includes the  mathematical modeling of cardiac arrhythmias, the study of molecular motors and ion channels as  stochastic ratchets, cooperative role of nonlinearities and noise in neural coding, self-organization and collective phenomena in ants swarms, brains and communities of natural and artificial agents.
1047485	Headaches, Primary care internal medicine
1047485	Health care policy<br/>Health care operational and financial administration
1047547	Pediatric liver disease
1047657	I am a pediatric neuropsychologist and conduct clinical neuropsychological evaluations on school age children and adolescents.  My clinical interests include brain tumor and other cancers, brain injury, solid organ transplant, lupus, encephalitis, epilepsy, sickle cell, stroke, genetic disorders, as well as learning disability and attention deficit hyperactivity disorder (ADHD).  My research is primarily on neurocognitive outcomes in patients with liver disease and liver transplant.
1047664	Dr. Cartland is the Director of Child Health Data Lab at Children's Memorial Research Center, where her time is split between epidemiological and evaluation research. Dr. Cartland is a public policy analyst with twenty years of experience working on child and adolescent health and welfare issues. Her areas of expertise include health care financing, community-based interventions, and child and adolescent injury. Much of her current work involves expanding the capacity of the State of Illinois to conduct public health surveillance for children and adolescents.  ------    <br/>Monthly CHDL Data Briefs can be found at http://www.childrensmrc.org/chdl/Publications/.
1047667	Characterization by x-ray computed tomography (microtomography), x-ray phase contrast imaging, x-ray microbeam diffraction, synchrotron x-radiation of mineralized tissue in mammals and echinoderms.
1047682	Myeloma, Transplantation
1047683	Myeloma, Transplantation
1047866	Obstetric anesthesiology
1047935	Cytotoxic killing mechanisms, Apoptosis, Tumor Immunology, Neuroimmunoendocrinology.
1047949	RNA interference - Molecular biology and Therapeutics
1047986	Pregnancy outcomes, infectious disease in pregnancy
1047987	Pathogenesis of preterm labor, infection in pregnancy, prenatal genetic diagnosis
1048034	My lab studies the structure and function of ion channels, a family of membrane proteins that play many key roles in neuroscience and which are a major target of essential drugs used in clinical medicine. About a third of all genes in a typical genome code for membrane proteins, yet we know very little about their structure and function. Because ion movement across membranes can be measured with exquisite sensitivity, ion channels have always been at the vanguard of functional studies of membrane proteins, and as a consequence we have learned a great deal about how they function. Until recently, however, ion channels, like so many other membrane proteins, had proven very difficult to study at the structural level. The recent high-resolution description of several ion channels has opened up the field of structure-function in ion channels, and we are now in a position to ask detailed questions about how function is achieved through structure in this essential class of proteins.<br/>How do voltage-dependent ion channels sense the membrane potential? Through what structural rearrangements do these channels achieve voltage-dependent ion flow across the membrane? How can highly dynamic proteins maintain such outstanding control of what sorts of ions are allowed to pass? These are some of the questions that we attempt to answer.
1048036	Our research focuses on molecular and cellular mechanisms of Alzheimer's disease. In particular, we investigate the beta-secretase enzyme BACE1, which initiates the production of the beta-amyloid peptide that plays a central early role in the pathogenesis of Alzheimer's. We use a combination of biochemical, cell culture and animal model approaches to investigate the role of BACE1 in health and disease.  
1048050	Sleep disorders, epilepsy, narcolepsy, sleep apnea, restless legs, clinical pharmacology
1048055	Arterial dissections, Carotid artery disease, Cerebral hemorrhage, Familial strokes, Inherited strokes, Mini-strokes, Stroke, Subarachnoid hemorrhage, Vascular dementia
1048162	Contraception and Family Planning
1048277	Female bladder problems, Female pelvic floor disorders and pain, Female pelvic surgery, Gynecologic surgery, Recurrent bladder infections, Urinary incontinence, Urogynecology, Vaginal prolapse, Minimally invasive surgery
1048362	Magnetic resonance imaging, kidney, renal medulla, blood flow, oxygenation, acute renal failure, hypertension, endothelial dysfunction
1048363	Magnetic Resonance Imaging
1048496	Interventional Cardiology, angioplasty, stents, treatment of acute myocardial infarction, angiogenesis, valvular heart disease
1048574	The laboratory is interested in determining the role of intermediate filament proteins (IF) in prostate cancer. There are two main goals. First, can the development and progression of prostate cancer and patient outcome be determined be determined by the IF expression profile. This hypothesis is based on the observations that expression patterns of IF change when cells differentiate. Second, does the organization of nuclear lamins in prostate cancer cells affect DNA replication and transcription. We have previously determined that lamins directly bind proliferating cell nuclear antigen and expression of dominant negative mutant lamins affects DNA replication. Furthermore, we have shown that lamin expression affects RNA Pol II transcription. Nuclear microdomains can also influence the transcription potential of chromosomes in the region.
1048590	PCOS (poly cystic ovary syndrome)
1048590	Phenotyp-genotype studies in PCOS, mapping PCOS susceptibility genes, Specialized Center of Research (SCOR) on sex and gender factors affecting women's health, fetal origins of PCOS
1048758	Sepsis, macrophage, endotoxin tolerance, lipopolysaccharide, cell biology, signal transduction, MODS, surgical infections, critical illness 
1048762	Cells contact and communicate with their neighbors via specialized cell surface receptors.  This intimate exchange of information controls morphogenetic events during embryonic development and maintains tissue organization in adults.  Birth defects and cancer commonly result when cells fail to recognize and respond appropriately to their environment.  The work in my laboratory is guided by the hypothesis that epithelial cells receive and interpret contextual information through the coordination of adhesion and signaling receptor systems present on the cell surface.  To test this idea, we manipulate the ability of epithelial cells to interact with one another and measure their capacity to transduce intracellular signals that regulate cell fate and behavior.  In parallel, we assess the potential of cell surface signaling receptors to alter the manner in which epithelial cells adhere to their partners.  A three-dimensional in vitro model of the human epidermis is used to help define these adhesion-signaling networks during epithelial tissue morphogenesis. 
1048927	Comprehensive Ophthalmology, Meidcal Ethics
1049188	Advanced laparoscopic surgery, In vitro fertilization, Infertility, Polycystic ovary syndrome
1049211	Primary interests are looking at the use of mindfulness meditation within an intensive chronic pain management program.
1049219	n/a
1049330	Gastrointestinal Cancer Surgery, Melanoma / Sarcoma, Pancreatic / Liver cancer surgery, Surgical Oncology
1049332	Primary interests include:  pediatric radiology, cross sectional imaging, education, digital teaching files and website design and management
1049389	Pain medicine
1049440	Interventional spine procedures, Spine Pain Management, Neuroradiology, CT Angiography, CT/MR Perfusion, MR Spectroscopy, 3D Imaging
1049457	Facial plastic, Facial reconstruction, Facial surgery
1049458	Patient safety, Health Services, Operations, Quality
1049461	Anal incontinence, Benign anorectal disorders, Colon and rectal cancer, Colon and rectal surgery, Hereditary colon cancer syndromes, Ileal pouch surgery, Inflammatory bowel disease, Laparoscopy
1049467	Retina, synaptic transmission, glutamate, vision
1049549	Pancreatic cancer, cancer biology, growth factors, novel therapeutics, cachexia, eicosanoid metabolism
1049606	Dr. Kumar is interested in asthma health disparities. He is particularly interested in the effects of ther interaction of genetic factors and early life exposures on the development of asthma and allergies.
1049626	Difficult Airway Predication, Obstetric Anesthesia, Intravascular Volume Monitoring and Management
1049668	My clinical interests are neonatal intensive care and neurodevelopmental outcomes of NICU graduates.
1049685	sickle cell pain management, hypertension screening in the emergency department, pain management, triage systems
1049703	Dr. Yan is a cardiovascular epidemiologist with a background in demography and health economics. Her main research interests are prevention and control of cardiovascular diseases (including diabetes).  She has been involved in investigating associations of major modifiable risk factors and psychosocial factors with long-term coronary and cardiovascular morbidity and mortality. She is highly interested in and committed to translating best evidence into policy and practice globally, especially in China. She is currently the head of the Research and Development Division at the George Institute for International Health, China (www.george.org.cn) and the director of the NHLBI/UHG Center of Excellence for Chronic Disease Prevention and Control in China.
1049781	My research interests lie in the area of neurodegenerative disease, particularly Alzheimer's disease and related disorders such as the frontotemporal lobar degenerations and motor neuron disease. My focus is on the role of genetics and morphologic abnormalities such as parenchymal vacuolation and ubiquitin, TDP-43, and tau positive inclusions in frontotemporal lobar degenerations and related disorders such as primary progressive aphasia, progressive supranuclear palsy, corticobasal degeneration, and motor neuron disease-associated dementia. In addition, I continue my role of Neuropathology Core leader in the NIH-supported Cognitive Neurology and Alzheimer Disease Center at Northwestern University Feinberg School of Medicine. Within the framework of the Core-related Laboratory for Cognitive and Molecular Morphometry, the Neuropathology Core is actively involved in assisting basic science researchers investigate the applicability of their findings to human tissue.
1049798	Electroencephalography, Epilepsy, Seizure disorders
1049802	Limb Reconstruction, Metastic Disease, Musculoskeletal Oncology, Soft Tissue Sarcoma
1049813	Adult and Pediatric Spine Disorders, Cervical and Degenerative, Minimally Invasive Procedures, Scolosis and Deformity
1049887	Functional outcomes in patients with amputation and cancer
1049949	pulmonary embolism, deep venous thrombosis, cardiovascular imaging
1049950	Cardiac Transplantation, Heart Failure, Signal Transduction (research)
1050035	Auditory nociception, brain evolution and development, mechanosensory transduction
1050041	Interventional Radiology including oncologic management and venous access.
1050056	Interventional Radiology
1050146	Ms. Trivedi has a special research interest in how hereditary cancer may affect the social and reproductive options of young women at high risk for cancer.
1050169	My interests are in clinical outcomes following anesthesia and surgery.
1050189	Air pollution, ischemic cardiovascular events, acute lung injury, adipokines
1050264	Neuroanesthesiology, Pain Medicine
1050302	Our laboratory studies the neuroinvasive herpesviruses with a focus on the molecular mechanisms by which these pathogens propagate and disseminate within the nervous system. The outcome of infection is closely tied to the route the viruses spread within the nervous system, with outcomes typically relative benign but sometimes producing blindness and lethal encephalitis. We use a combination of live-cell fluorescence microscopy, molecular genetics and neuronal cell biology to examine the dynamics of viral particle assembly and intracellular axon transport. These molecular mechanisms are then examined in the larger context of neuroinvasion and pathogenesis. Two long-term goals of our research are to identify novel targets in the viral infectious cycle for development of antivirals, and engineering recombinant viral particles as effective gene delivery vehicles.<br/>(Keywords: neuron, axon, microtubule, cytoskeleton, dynein, kinesin, transport, virus, virion, herpesvirus, herpes, capsid, tegument, egress, nucleus, GFP, BAC, bacmid, recombination, GS1783)
1050367	Interested in the use of high-fidelity medical simulation to improve individual and team performance in acute emergencies, in particular, the amount and frequency of training needed.
1050433	Dr. Urbanek's research focuses on the identification of susceptibility genes for complex diseases.  Her approach to this research is to use family based gene-mapping techniques and population based association studies in conjunction with molecular techniques to identify and verify genes and pathways contributing to the pathogenesis of genetically complex diseases. Specifically she is carrying out studies to identify susceptibility genes for polycystic ovary syndrome (PCOS) that map to Chr19p3.13.  She has previously shown that this region shows linkage and association with PCOS in a large set of families.   Other projects focus on identifying candidate genes for gestational diabetes and  glycemic control during pregnancy,  and identifying genetic variation contributing to extreme obesity
1050433	Genetics of complex diseases, PCOS, Obesity, Metabolic syndrome, diabetes
1050501	HIV infection, Orthopedic-related Infections, Travel-related infections
1050564	My research focuses on molecular evolutionary mechanisms of HIV/SIV in host defense, HIV susceptibility to HIV infection and disease progression, and antiretroviral drug resistance and genetic variation in HIV. Researches include next generation sequencing of HIV and host genes to understand how host genetics and immunity affects HIV infection and dynamics, and developing an effective diagnostic system to measure of HIV antigens by using nanotechnology.
1050565	Adolescent depression and suicide, Adult depression, Anxiety disorders, Obsessive Compulsive disorder, Panic disorders
1050663	The mission of the Center for Global Initiatives is to create self-sustaining programs that improve access to healthcare in underserved communities throughout the world. 
1050725	Head and Neck Radiology
1050787	The principal focus of this laboratory is the examination of the spatial and temporal patterns of motor cortical activity preceding voluntary movement and the function of this activity in shaping and controlling movement initiation.  In particular we are interested in the function of the primary and supplementary motor areas and their interactions with the basal-ganglia in the feedforward and feedback control of movement.  We use a variety of non-invasive techniques to assess these systems in humans such as:  high-resolution EEG recordings and MRI-based source reconstruction techniques, transcranial magnetic stimulation, peripheral nerve stimulation, multi-channel EMG, and measures of movement kinematics and kinetics.  Experiments are currently being conducted to examine the role of the primary and supplementary motor areas and brainstem in the preparation and release of voluntary movements.<br/>Neurological diseases that affect the basal ganglia have a significant impact upon the function of the primary and supplementary motor areas.  For this reason, our research is also focused on the assessment of motor cortical function in neurological disorders such as Parkinson?s disease and dystonia.  This work is conducted in collaboration with The Parkinson?s Disease and Movement Disorders Center at Northwestern.  We are currently examining the control of repetitive movements in patients with Parkinson?s disease and the effects of dopaminergic replacement therapy and deep brain stimulation of the subthalamic nucleus (a neurosurgical treatment for advanced Parkinson?s disease) on the control of these movements.
1050876	I am interested in developing and translating biomedical engineering techniques to rehabilitation/therapy application and to understand basic neuromechanisms underlying movement disorder following stroke. More specifically, I am interested in developing new methods in the fields of functional brain imaging and modeling based signal processing to further understand the neuromechanisms underlying movement disorder following stroke. By combining these basic understandings with advanced biomedical engineering techniques, such as brain machine interface, I hope to regain the functional control of the impaired hand in more severely impaired stroke survivors.
1050919	Major Psychotic Disorders, Women's Mental Health
1050964	Pediatric Cardiology, Electrophysiology, Education, Syncope, arrhythmias, sudden cardiac death, ventricular fibrillation
1051094	I am interested in child and adolescent well-being as fostered by community conditions.  As a sociologist I work to understand environmental, cultural, institutional and social influences on child and adolescent well being in low resourced and minority communities.  I have experience and interest in community engaged scholarship.
1051123	skin inflammation research, melanoma immunotherapy research, skin neuroinflammation research, clinical treatment of general dermatology
1051160	Cardiovascular outcomes, Quality of Care, atrial fibrillation, ablation, defibrillators, anticoagulants, pacing
1051160	Cardiovascular outcomes, atrial fibrillation, implantable devices, quality of care, ablation, anticoagulants, antiarrhythmic drugs
1051248	Pediatric Pathology<BR><BR><br/>Wilms tumors, germ cell tumors, genitourinary development
1051280	MRI, stroke, perfusion, angiography, 
1051295	Why do some premature infants experience adverse outcomes, while others do not? Dr. Mestan is an attending neonatologist at Children's Memorial and Northwestern's Prentice Women's Hospital, whose research focuses on identifying the environmental and genetic markers for premature birth and its complications. Understanding these markers could allow clinicians to predict which babies are most at risk for preterm birth and its complications, such as chronic lung disease, poor growth, and developmental problems in children.
1051375	prevention / reduction of postoperative nausea/vomiting and pain, Sports medicine principles applied to musical performance and training
1051378	Research interest is focused on the evaluation of electronic systems and their abilities to support safe and efficient clinical care and in the design of new electronic systems.
1051378	The impact of focused clinical decision support at the point of care.
1051485	Our laboratory studies the regulation of DNA Replication during the cell cycle. 
1051485	We study how stem cell division and differentiation are coordinated.  Cell division and differentiation are in many ways mutually exclusive. Most cells stop dividing as they adopt a specific fate, while relatively undifferentiated stem cells are able to divide throughout the lifetime of the organism. Cancer cells are characterized by both poorly controlled proliferation and a loss of the differentiated phenotype. During regeneration, quiescent differentiated cells revert to a stem cell phenotype and begin dividing anew.  Our research focuses on hematopoietic stem cells, germline stem cells, and myocardial stem cells.  Our central approach is to construct knockout mouse models to study proteins that regulate stem cell division and differentiation patterns.  We also study the mechanism of nuclear reprogramming using Xenopus eggs.
1051542	pancreas, cancer, transgenic, mice, models, detection, chemoprevention, diet, immunology, therapy
1051571	Dr. Boberg has spent 12 years studying the development and evaluation of computer-based systems for patient education and support.  His research career spans basic, clinical, and health services/outcomes research.  He is author of over 25 peer-reviewed publications and book chapters, and has made dozens of presentations across the United States, Canada, and Europe.  Since 1999, he has been a member of NIH Small Business Innovation Research (SBIR), NCI, and NIDA study sections.  Dr. Boberg's research interests focus on needs assessment and design of web-based interventions to meet patient and caregiver needs.
1051571	patient needs assessment, web-based patient information and support
1051610	The research interests of my group are in the field of cytokine-signaling in malignant cells.  We have previously identified and characterized several novel signaling cascades activated by the Type I interferon receptor downstream of Jak-kinases in leukemia and other neoplastic cells, including the insulin receptor substrate (IRS)-pathway, the Crk-pathway and the p38 Map kinase signaling cascade.  These studies have been expanded in efforts to determine the mechanisms by which chronic myelogenous leukemia (CML) cells become refractory to the antiproliferative effect of interferons and the mechanisms of synergy between interferon and STI571 (Gleevec) in CML cells.  We have also recently identified the kinase that mediates phosphorylation of Stat1 on serine 727 as the protein kinase C-delta (PKC&#61540;).<br/>Other research areas in which our laboratory is actively engaged are the mechanisms of signal transduction of all-trans-retinoic acid (ATRA) and arsenic trioxide in acute promyelocytic leukemia.  We have recently shown that ATRA activates the Rac1/p38 Map kinase pathway and that pharmacological inhibition of this pathway enhances its effects on leukemia cells, raising the prospect of development of translational studies combining ATRA with pharmacological inhibitors of Map kinases for the treatment of acute promyelocytic leukemia.  Finally, our group also studies the signaling mechanisms of regulation of normal hematopoiesis by myelosuppressive cytokines, including interferons, tumor necrosis factor-alfa and transforming growth factor-beta. 
1051610	chronic leukemias, multiple myeloma, non-hodgkin's lymphoma
1051734	The laboratory has a long standing interest in the biology of epithelial stem cells. To this end, in collaboration with Tung-Tien Sun (NYU Medical School) we have identified and characterized epithelial stem cells of the epidermis, corneal epithelium and hair follicle <br/>     Another research focus of the laboratory is the characterization of epithelial-enriched  microRNAs (miRNAs) to understand how these miRNAs regulate epithelial stem cell behavior and epithelial differentiation. We have demonstrated the presence of several miRNAs that are specifically localized in the corneal epithelium of adult mice; other miRNAs are found in many stratified squamous epithelia including the epidermis. Recently we have found that the lipid phosphatase SHIP2 is a target for miRNA- 205 (miR-205), which is expressed in many stratified squamous epithelia. We have also found that miR-184, which is exclusively found in the corneal epithelium, antagonizes miR-205 to help maintain the levels of SHIP2. This is the first example of a miRNA negatively regulating another to maintain levels of a target protein. 
1051743	Radiation biology, nanotechnology, molecular biology, gene regulation, cancer biology, X-ray fluorescence microscopy
1051757	Neuropsychological Testing, Geriatrics, Medical Rehabilitation Populations, LD/ADHD, Nervous System Diseases, Alcohol/Substance Abuse, Bariatrics
1051857	My overall interests lie in the translation of evidence-based practices into integrated clinical care. More specifically, I am involved in clinical, training, and programmatic activities designed to extend the access of cognitive-behavioral therapies to individuals with psychotic and bipolar disorders.
1051986	Criminal Competency, Disability, Fitness for Duty, Race Discrimination, Sexual Harassment, Violence and Risk Assessment
1052027	Breast Imaging including ultrasound, magnetic resonance imaging and breast intervention.
1052037	Dr. Kibbe is an Associate Professor of Surgery at the Northwestern University Feinberg School of Medicine, Division of Vascular Surgery as well as Staff Physician and Director of the Vascular Laboratory at the Jesse Brown VA Medical Center.  She received her MD degree from the University of Chicago in 1994, completed her general surgery residency at the University of Pittsburgh in 2002, and vascular surgery fellowship at Northwestern University in 2003.  She is board certified in both General Surgery and Vascular Surgery.  She received her RVT certification in 2003.<br/>Dr. Kibbe?s clinical efforts focus on open and endovascular surgery, with a particular interest on carotid and peripheral arterial endovascular interventions.  Her research interests focus on nitric oxide vascular biology.  Specifically, she is studying how nitric oxide inhibits vascular smooth muscle cell proliferation by focusing on the role of nitric oxide in regulating the cell cycle, the ubiquitin-proteasome pathway, and apoptosis.  She is also developing and testing nitric oxide-based pharmacological approaches to inhibit neointimal hyperplasia following vascular bypass grafting.  Her hope is to have a positive effect on patency rates of both vein and prosthetic bypass conduits, thereby effecting millions of patients that undergo coronary artery or peripheral artery bypass procedures.
1052057	Interested in understanding the informed consent process around genetic research and predictive genetic testing. Additionally, I am interested in how patients choose to use information from predictive testing to manage their health.  Also, interested in understanding what the general patient population understands about genetic testing, genetic research, and personalized genetic medicine and how best this information can be communicated.
1052125	Emergency Medicine, Medical Toxicology
1052190	Dr. Chetkovich practices general neurology at Northwestern Memorial Hospital and at the Northwestern Medical Faculty Foundation Neurology Clinic.  Dr. Chetkovich?s current research focuses on the molecular mechanisms that underlie the targeting of ion channels to synapses and other specialized areas of the dendrites of neurons.  In particular, the lab is interested in the synaptic targeting of ligand and voltage-gated ion channels, molecules responsible for controlling communication in the brain of mammals.  The laboratory?s approach utilizes a variety of cellular, molecular and electrophysiological tools to address the mechanisms by which ion channels are targeted to dendrites, as well as the role that this targeting plays in synaptic structure and function as it pertains to epilepsy and brain injury, as well as in disorders of learning and memory such as Autism and Alzheimer?s disease.
