EMPLOYEE_ID	INTEREST
1023834	Cell Adhesion Mechanisms
1023834	Cell Biology
1023834	Developmental Neurobiology
1023834	Extracellular Matrix
1023834	Genetics
1023834	Molecular Genetics
1023841	Cancer: Reconstructive Surgery Following Cancer
1023908	Arthritis
1023908	Autoimmune Diseases
1023908	Pediatric Rheumatology
1023908	Systemic Lupus Erythematosus
1023922	Bioethics
1023922	Epistemology of Medicine
1023922	Medical Decision Making
1023922	Medical Humanities
1023922	Narrative Medicine
1024003	Embryology
1024003	Pediatrics
1024003	Plastic Surgery and Reconstructive Surgery
1024003	Pregnancy, Childbirth (including high risk)
1024003	Urology
1024003	Women's Health
1024039	Depression
1024039	Drug Discovery
1024039	Endocrinology
1024039	Genetics
1024039	Neuroscience 
1024091	Urology
1024179	hospital medicine
1024179	hospital quality and safety
1024179	medical consults
1024179	preoperative medical evaluation
1024251	Cell Adhesion Mechanisms
1024251	Cell Biology
1024251	Cutaneous Biology
1024251	Cytoskeleton
1024251	Molecular Genetics
1024254	Sleep Disorders
1024254	Sleep, Sleep Disorders
1024281	mechcanisms that are believed to mediate contracile dysfunction in ischemic heart disease.  The lab is studying the changes in the phsophorylation of sveral contractile proteins that regulate actomyosin cross-bridge formation and force generation.
1024438	Behavioral Medicine
1024438	Biomedical Literacy
1024438	Cardiovascular Diseases
1024438	Depression
1024438	Oncology
1024438	Palliative Care, Hospice
1024438	Patient Safety
1024438	Transplantation
1024471	Attention deficit/hyperactivity disorder(ADHD)
1024471	Child and Adolescent psychiatry
1024477	Aging
1024477	Circadian Rhythms
1024477	Epidemiology
1024477	Metabolism
1024477	Sleep Disorders
1024510	Bioengineering                                        
1024510	Movement Control
1024510	Neurology
1024510	Neuroscience 
1024510	Physiology
1024642	Alzheimer's Drug
1024642	Anesthesiology
1024642	Biophysics
1024642	Ion Channels
1024642	Molecular Pharmacology
1024642	Nervous System Diseases
1024642	Neuroscience 
1024642	Pharmacology
1024706	Cardiovascular System
1025014	Apoptosis
1025014	Biochemistry: Lipids
1025014	Cancer Biology
1025014	Cancer: Blood (leukemia, lymphomas)
1025014	Cancer: Bone, Cartilage
1025014	Molecular Biology
1025014	Oncology
1025014	Pharmacology
1025562	Adult attention-deficit-disorder/attention-deficit-hyperactivity disorder
1025562	Anxiety Disorders
1025562	Dementia
1025562	Depression
1025562	Neuropsychology
1025562	Personality Disorders
1025760	Ophthalmology
1025762	Infectious Diseases
1025762	Medical Education
1025762	Pediatrics
1025933	Cell Biology
1025933	Fibrosis
1025933	Kidney
1025933	Molecular Biology
1025933	TGF-beta
1025958	Cardiovascular Diseases
1025958	Health Services Research
1025958	Sleep Disorders
1026204	Endocrinology
1026219	Biochemistry: Proteins
1026219	Bones,Cartilage, Joints, Muscles
1026219	Endocrinology
1026219	Hearing
1026219	Molecular Biology
1026219	Neuroscience 
1026219	Osteoporosis
1026219	Signal Transduction
1026346	Pediatrics
1026364	Biochemistry: Lipids
1026364	Biochemistry: Proteins
1026364	Public Policy
1026377	Brain Injury
1026377	Neuropsychology
1026377	Neuroscience 
1026377	Rehabilitation/Therapy
1026388	Endocrinology
1026394	Adult attention-deficit-disorder/attention-deficit-hyperactivity disorder
1026394	Anxiety Disorders
1026394	Depression
1026394	Personality Disorders
1026394	Psychology
1026394	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1026398	Autoimmune Diseases
1026398	Digestive System (including gallbladder and liver)
1026398	Immune System
1026398	Liver transplantation
1026398	Pediatric liver disease
1026398	Pediatrics
1026398	Transplantation
1026398	biliary atresia
1026398	cholestasis
1026398	fatty liver disease
1026398	genetic liver disease
1026398	neonatal hemochromatosis
1026399	Atherosclerosis
1026399	Circulation
1026399	Laser Surgery
1026399	Varicose Veins
1026407	Clinical Trial Methodology
1026407	Clinical trial methodology
1026407	Osteoarthritis
1026407	Osteoporosis
1026407	Pain
1026407	Pain: therapeutics
1026444	Embryology
1026444	Infertility - Female
1026444	Reproduction
1026444	Women's Health
1026447	Bioengineering                                        
1026447	Biophysics
1026447	Brain, Nervous System
1026447	Developmental Neurobiology
1026447	Neuroscience 
1026461	Adolescent health
1026461	Community Medicine
1026461	Global Health
1026461	Health Disparities
1026461	Obesity
1026461	Public Health
1026461	Public Policy
1026461	Violence prevention
1026590	Hand Surgery
1026590	Orthopedics
1026870	AIDS
1026870	Aging
1026870	Behavioral Medicine
1026870	Brain Injury
1026870	Neuropsychology
1026870	Psychological issues of patients dealing with medical illness
1026870	Rehabilitation Psychology
1026870	Stroke
1026999	Echocardiography
1026999	Genetics of complex disease
1026999	Heart failure with preserved ejection fraction (diastolic heart failure)
1026999	Hemodynamic testing
1026999	Pulmonary hypertension
1027058	Cervical Spine Surgery
1027058	Hyperhidrosis Surgery
1027058	Neuro-Oncology
1027058	Neurosurgery
1027058	Spinal Oncology
1027058	Spinal Stenosis Surgery
1027058	Spine Deformity
1027058	Spondylolisthesis
1027175	Critical Care Medicine, Sarcoidosis
1027212	Cardiovascular Diseases
1027212	Diabetes
1027212	Graduate Medical Education
1027212	Hypertension
1027212	Medical Education
1027212	Patient Communications
1027212	Primary Care
1027212	Women's Health
1027224	Anesthesiology
1027224	Women's Health
1027227	Emergency preparedness for bioterrorism and emerging pathogens
1027227	Hospital epidemiology
1027227	Infections in transplant recipients
1027227	Multi-drug resistant gram-negative bacterial pathogens
1027227	Travel medicine and immunization
1027269	HIV Infection
1027269	Preventive Medicine
1027269	Primary Care
1027396	Cerebral Palsy
1027396	Rehabilitation/Therapy
1027396	Stroke
1027425	Aging
1027425	Bioengineering                                        
1027425	Curriculum Design
1027425	Neuroscience 
1027425	Patient Communications
1027425	Rehabilitation/Therapy
1027428	Aging
1027428	Business ethics in the health industry
1027428	Cost effectiveness analysis in end-of-life care
1027428	Education
1027428	End-of-life care
1027428	Geriatrics
1027428	Mechanisms of economic resilience among families facing serious illness
1027428	Medical editorial and publishing work
1027428	Medical education for professionals and citizens
1027428	Organization ethics
1027428	Palliative Care, Hospice
1027428	Patient Safety
1027428	Professionalism in society
1027428	The therapeutic relationship
1027443	Gene Therapy
1027443	Nervous System Diseases
1027443	Neurology
1027443	Neuroscience 
1027447	Cancer: Liver
1027447	Cancer: Pancreas
1027447	Interventional Oncology
1027447	Nanotechnology
1027447	Quantitative MRI
1027447	Radiology
1027447	Vascular and interventional radiology
1027454	Information Systems
1027454	Radiology
1027926	Behavioral Medicine
1027926	Cleft Lip and Palate
1027926	Mental Health
1027926	Psychology
1027933	Apoptosis
1027933	Cancer Biology
1027933	Cancer: Breast
1027933	Cell Biology
1027933	Endocrinology
1027933	Obesity
1027933	Osteoporosis
1027933	Women's Health
1027933	apoptosis
1027933	breast cancer
1027933	cancer stem cells
1027933	endocrinology
1027933	signal transduction
1027947	Clinical Skills/Physical Diagnosis
1027947	Medical Education
1027951	Cancer: Colon and Rectal
1027951	Cancer: Female Reproductive System (ovary, cervix, uterus)
1027951	Cancer: Lung/Chest
1027951	Cancer: Thyroid
1027951	Cytology
1027951	Medical Education
1027951	Thyroid Nodules
1027951	Women's Health, Women's Reproductive Health
1028063	Cell Biology
1028063	Cell Imaging
1028063	Cytoskeleton
1028063	Extracellular Matrix
1028063	Signal Transduction
1028424	Biochemistry: Proteins
1028424	Biophysics
1028424	Cell Biology
1028424	Infectious Diseases-parasite
1028424	Proteins, Macromolecules
1028424	Signal Transduction
1028424	Structural Biology
1028426	Cancer Biology
1028426	Cell Biology
1028426	Molecular Biology
1028426	Molecular Genetics
1028426	Nuclear Structure and Developmental Biology
1028619	Alzheimer's Disease
1028619	Dementia
1028619	Genetic Testing/Counseling
1028619	Genetics
1028619	Genetics: Medical
1028619	Health Communications
1028771	AIDS
1028771	Child and Adolescent psychiatry
1028771	HIV Infection
1028771	Mental Health
1028771	Neuropsychology
1028771	Psychological issues of patients dealing with medical illness
1029113	Arthritis
1029113	Bones,Cartilage, Joints, Muscles
1029113	Neoplasms
1029113	Sports Injuries
1029130	Apoptosis
1029130	Biochemistry: Lipids
1029130	Cell Biology
1029130	Cell Imaging
1029130	Digestive System (including gallbladder and liver)
1029130	Electrophysiology
1029130	Immune Regulation
1029130	Inflammation
1029134	Health Services Research
1029134	Liver disease, pathobiology
1029134	Outcome measures
1029134	Transplantation
1029137	Palliative Care, Hospice
1029137	Pediatrics
1029164	Cancer: Brain and Nervous System
1029164	Cancer: Kidney and Urinary Tract
1029164	Cancer: Prostate
1029164	Pediatrics
1029164	Radiation Oncology
1029833	Behavioral Medicine
1029833	Diabetes
1029833	Psychological issues of patients dealing with medical illness
1029833	Psychology
1029833	Transplantation
1029930	Angiogenesis
1029930	Cancer Biology
1029930	Cardiovascular Diseases
1029930	Cell Adhesion Mechanisms
1029930	Cell Biology
1029930	Pharmacology
1029930	Signal Transduction
1029930	Vascular Biology
1030012	Cancer Biology
1030012	Cell Imaging
1030012	Microscopy
1030041	Amputation
1030041	Bioengineering                                        
1030041	Biophysics
1030041	Neuroscience 
1030041	Rehabilitation/Therapy
1030273	Medico-legal
1030273	Mental Health
1030273	Psychology
1030273	Public Policy
1030273	Trauma
1030597	Immune Regulation
1030597	Immunology
1030597	Inflammation
1030597	Transplantation
1030626	Brain Injury
1030626	Dementia
1030626	Forensic Psychology/Psychiatry
1030626	Neuropsychology
1030626	Psychology
1030626	Schizophrenia
1030626	Trauma
1030644	Angiogenesis
1030644	Cancer Biology
1030765	Radiology
1030810	Behavioral Medicine
1030810	Nutrition, Dietetics
1030810	Nutritional and Metabolic Diseases
1030810	Obesity
1030810	Preventive Medicine
1030810	nutrition
1030810	obesity
1031011	Biostatistics
1031011	Cancer: Breast
1031011	Cancer: Prostate
1031011	Circulation
1031011	Epidemiology
1031011	Nephrology
1031145	Amputation
1031145	Brain Injury
1031145	Health Policy
1031145	Information Systems
1031145	Internet Intervention
1031145	Rehabilitation/Therapy
1031145	Telemedicine
1031145	Trauma
1031152	Movement Control
1031152	Neuroscience 
1031152	Rehabilitation/Therapy
1031187	Hypertension
1031187	Kidney
1031217	Anemia
1031217	Critical Care
1031217	Critical Care Outcomes
1031217	Healthcare Quality
1031304	Aging
1031304	Electrophysiology
1031304	Nanotechnology
1031304	Nervous System Diseases
1031304	Neuroscience 
1031304	Physiology
1031419	Addiction
1031419	Anxiety Disorders
1031419	Behavioral Medicine
1031419	Depression
1031423	Cancer: Lung/Chest
1031423	Radiology
1031630	Cancer: Skin
1031630	Cosmetic Procedures and Surgery
1031630	Dermatology
1031630	Hair
1031667	Aging, Geriatrics, and Eldercare
1031667	Anxiety Disorders
1031667	Depression
1031667	Psychiatry
1031667	Psychoanalysis
1031667	Psychotherapy and pharmacotherapy in psychiatry, pharmacotherapy in psychiatry
1031667	Schizophrenia
1031800	Health Disparities
1031800	Medical Education
1031839	Child and Adolescent psychiatry
1031841	Attention deficit/hyperactivity disorder(ADHD)
1031841	Child and Adolescent psychiatry
1031841	Depression
1031841	Psychiatry
1031841	Women's Health
1031869	Aging
1031869	Circadian Rhythms
1031869	Sleep Disorders
1032029	Breast Cancer
1032029	Breast Disease
1032029	Radiology
1032062	Molecular Biology
1032062	Movement Disorders
1032062	Neuroscience 
1032062	Parkinson?s disease
1032062	Physiology
1032062	Schizophrenia
1032088	Arrhythmias
1032088	Electrophysiology
1032158	Cancer: Liver
1032158	Graduate Medical Education
1032273	Relationship Between Sleep Apnea Severity and Simulated Driving Performance
1032273	Pulmonary Care for those with Neuromuscular disorders
1032273	Regulation of inflammation in asthma by the molecular circadian clock
1032273	Responsiveness of the Aging Circadian Clock to Light.
1032273	Sleep related respiratory disorders
1032326	Cardiovascular Diseases
1032326	Cardiovascular Imaging
1032326	Cardiovascular System
1032326	Heart Disease
1032326	Radiology
1032446	Cancer: Prostate
1032446	Cell Biology
1032446	Cytoskeleton
1032446	Genetics
1032446	Urology
1032461	Cancer Biology
1032461	Cancer: Kidney and Urinary Tract
1032461	Cell Adhesion Mechanisms
1032461	Cell Biology
1032461	Extracellular Matrix
1032738	Apoptosis
1032738	Biochemistry: Proteins
1032738	Developmental Neurobiology
1032738	Drug Discovery
1032738	Pediatrics
1032743	Aortic Aneurysm
1032743	Arterial aneurysms
1032743	Atherosclerosis
1032743	Carotid Disease
1032743	Carotid Stenosis
1032743	Stem Cells
1032743	Vascular and interventional radiology
1032810	Arrhythmias
1032810	Defibrillators
1032810	Pacemakers
1032940	Addiction
1032940	Neurobiology
1032940	Neuroscience 
1032940	Psychology
1032940	Respiratory Diseases
1032946	Chronic Kidney Disease
1032946	Lupus Nephritis
1033130	Cancer Biology
1033130	Cancer: Skin
1033130	Cell Adhesion Mechanisms
1033130	Cell Biology
1033130	Cutaneous Biology
1033130	Dermatology
1033130	Molecular Biology
1033130	Oncology
1033185	Achalasia
1033185	Digestive System (including gallbladder and liver)
1033185	Eosinophilic esophagitis
1033185	Esophageal disorders
1033185	Gastroesophageal reflux disease
1033185	Swallowing disorders
1033220	Cosmetic Procedures and Surgery
1033220	Plastic Surgery and Reconstructive Surgery
1033261	Psychometrics
1033261	Quality of Life
1033359	Patient Safety
1033423	Cell Biology
1033423	Cell Imaging
1033423	Congenital Heart Disease
1033423	Congenital malformations
1033423	Developmental biology
1033423	Genetics
1033423	Molecular Biology
1033423	Stem Cells
1033524	Back, Spine
1033524	Pain Management
1033629	ALS
1033629	Amyotrophic Lateral Sclerosis
1033629	Electrophysiology
1033629	Muscular Dystrophy
1033629	Neurology
1033629	Neuromuscular disorders
1033629	Peripheral Neuropathy
1033859	Urology
1034093	EEG
1034093	Epilepsy
1034093	Epilepsy Surgery
1034093	Pediatric Neurology
1034109	Biomedical Literacy
1034109	Biomedical Policy
1034109	Biotechnology
1034109	Cancer Communications
1034109	Preventive Medicine
1034109	Public Health
1034109	Public Policy
1034109	Scientific Literacy
1034453	prostate cancer cell motility and its therapeutic  modulation
1034459	Psychometrics
1034459	Quality of Life
1034459	Rehabilitation/Therapy
1034616	Cytokines
1034616	Digestive System (including gallbladder and liver)
1034616	Immunology
1034616	Pediatrics
1034656	Infectious Diseases
1034656	Pediatrics
1034762	Pathology
1035505	Biochemistry: Nucleic Acid
1035505	Biochemistry: Proteins
1035505	Genetic Engineering
1035505	HIV Infection
1035505	Molecular Biology
1035505	Recombinant DNA
1035505	Viral Oncology
1035505	Virology
1035506	Developmental Neurobiology
1035506	Gene Regulation
1035506	Molecular Genetics
1035506	Nanotechnology
1035506	Neuroscience 
1035506	Signal Transduction
1035506	Stem Cells
1035506	TGF-beta
1035648	Asthma
1035648	Bioethics
1035648	Depression
1035648	Infectious Diseases
1035648	Microbiology
1035648	Professional Development; Faculty Development; Women in Scence and Medicine; Microbiology; Life and Biomedical Sciences; Translational Research; Multi-disciplinary Research; Interdisciplinary Research; Research Administration; Research Development; Teams
1035648	Scientific Literacy
1035648	Team Science
1035648	Women's Health
1035946	Bones,Cartilage, Joints, Muscles
1035946	Cancer Biology
1035946	Spinal Cord Injury
1035953	ALS
1035953	Amyotrophic Lateral Sclerosis
1035953	Muscular Dystrophy
1035953	Nervous System Diseases
1035953	Neuromuscular disorders
1035953	Peripheral Neuropathy
1036098	Brain, Nervous System
1036098	Nutritional and Metabolic Diseases
1036119	Infectious Diseases-bacteria
1036119	Microbiology
1036135	Maternal-Child Health
1036135	Pediatrics
1036135	Pharmacology
1036135	Vascular Biology
1036144	Cardiovascular System
1036144	Pediatrics
1036557	Infectious Diseases-viral
1036557	Neurology
1036557	Pediatrics
1036558	Critical Care
1036558	Extracellular Matrix
1036558	Global Health
1036558	Palliative Care, Hospice
1036558	Pediatrics
1036566	Health Services Research
1036566	Healthcare Quality
1036566	Maternal-Child Health
1036566	Patient Safety
1036661	Pathology
1036692	Pregnancy, Childbirth (including high risk)
1036692	Public Health
1036702	Blood/Bleeding Disorders (anemia, clotting, etc.)
1036707	Breast Disease
1036707	Cancer: Breast
1036707	Surgery
1036707	TGF-beta
1036707	Women's Health
1036746	Arthritis
1036746	Back, Spine
1036746	Orthopedics
1036746	Osteoarthritis
1036746	Pain Management
1036746	Rehabilitation/Therapy
1036746	Sports Injuries
1036746	Wellness, Fitness
1036775	Digestive System (including gallbladder and liver)
1036779	Medical Education
1036779	Medical Informatics
1036779	Simulation
1036807	Cardiology
1036807	Cardiovascular Imaging
1036807	Noninvasive imaging, Cardiovascular Magnetic Resonance, Nuclear Cardiology, Acute coronary syndrome
1036812	Epidemiology
1036812	Health Policy
1036812	Health Services Research
1036812	Urology
1036816	Nanotechnology
1036816	Orthopedics
1036821	Anesthesiology
1036821	Blood/Bleeding Disorders (anemia, clotting, etc.)
1036821	Brain aneurysm
1036821	Cerebrovascular surgery
1036821	Critical Care
1036821	Infectious Diseases-bacteria
1036821	Spinal Cord Injury
1036821	Vascular and interventional radiology
1036822	Health Disparities
1036822	Health Services Research
1036822	Medico-legal
1036822	Pregnancy, Childbirth (including high risk)
1036826	Allergies
1036826	Asthma
1036826	sinusitis, allergic skin diseases, asthma
1036835	Circulation
1036835	Congenital Heart Disease
1036835	Critical Cardiac Care
1036835	Critical Care Outcomes
1036835	Pediatric Cardiology
1036835	Quality of Life
1036839	Cancer Biology
1036839	Cancer: Digestive System (esophagus, stomach, colon, and rectum)
1036839	Cancer: Liver
1036839	Cancer: Pancreas
1036839	Surgery
1036841	Cancer: Head and Neck
1036841	Otolaryngology
1036841	Respiratory Diseases
1036841	Sleep Disorders
1036841	Surgical Education
1036853	Aging, Geriatrics, and Eldercare
1036853	Delirium
1036853	Dementia
1036853	Medical Education
1036853	targetting frail elderly in acute care setting using EMR  and developing interventions to improve hospital and posthospitalization outcomes
1036867	Cancer: Skin
1036916	Urology
1036943	Immunology
1036943	Inflammatory Bowel Disease
1036974	Cancer: Head and Neck
1036974	Cancer: Thyroid
1036974	Hyperparathyroidism
1036974	Minimally Invasive Surgery
1036974	Otolaryngology
1036974	Thyroid Nodules
1036989	Medical Education
1037005	Anemia
1037005	Blood/Bleeding Disorders (anemia, clotting, etc.)
1037005	Hematology
1037005	Thrombosis/Fibrinolysis
1037017	Arrhythmias
1037017	Pacemakers
1037017	Pediatric Cardiology
1037017	Sudden Cardiac Death
1037039	Hernias
1037039	Minimally Invasive Surgery
1037039	Surgery
1037049	Pediatrics
1037051	Asthma and allergic diseases in the elderly
1037051	Asthma disparities
1037051	Role of innate immunity in asthma exacerbations
1037051	chronic urticaria
1037113	Biochemistry: Lipids
1037113	Cell Biology
1037113	Cell Imaging
1037113	Cytoskeleton
1037113	Kidney
1037113	Vascular Biology
1037136	Urology
1037160	Graduate medical education
1037160	Healthcare Quality
1037160	Healthcare quality and patient safety
1037160	Hospital Medicine
1037160	Interdisciplinary teamwork
1037160	Patient Safety
1037160	Reducing adverse events at hospital discharge
1037259	Asthma
1037259	Food Allergy
1037261	Cardiovascular Imaging
1037261	Heart Disease
1037261	Hypertrophic Cardiomyopathy, General Cardiology, Cardiac imaging with Nuclear and MRI techniques.
1037261	Hypertrophic Cardiomyopathy/Myectomy
1037261	Post-graduate Medical Education
1037261	Sudden Cardiac Death
1037261	Valve Repair/Replacement
1037262	Acoustic Neuroma
1037262	Brain aneurysm
1037262	Brain arteriovenous malformation
1037262	Interventional Neurosurgery
1037262	Minimally invasive cerebrovascular surgery
1037262	Neurosurgery
1037262	Skull Base Surgery
1037262	Stroke
1037264	Colon cancer screening
1037264	Crohn's Disease
1037264	Inflammatory Bowel Disease
1037264	Ulcerative Colitis
1037282	Diabetes
1037282	Endocrinology
1037282	Pediatrics
1037285	Anesthesiology
1037296	Angiogenesis
1037296	Arthritis - Rheumatoid
1037296	Cell Biology
1037296	Cytokines
1037305	Health Disparities
1037305	Hematology
1037305	Medical Education
1037305	Sickle cell disease
1037363	Angiogenesis
1037363	Cancer: Bladder
1037363	Cancer: Kidney and Urinary Tract
1037363	Cancer: Prostate
1037363	Cancer: Reconstructive Surgery Following Cancer
1037363	Nanotechnology
1037363	Urology
1037372	Urology
1037374	Anesthesiology
1037512	NASH (fatty liver disease)
1037512	Treatment of Hepatitis C in obesity
1037512	Treatment of esophageal and gastric varices
1037526	Autoimmune Diseases
1037526	Blood/Bleeding Disorders (anemia, clotting, etc.)
1037526	Gene Therapy
1037526	Immunology
1037526	Transplantation
1037526	autoimmune diseases
1037526	hematology
1037526	hematopoietic stem cell transplantation
1037526	immunology
1037526	oncology
1037549	Neuroscience 
1037573	Cardiology
1037573	Congestive Heart Failure
1037573	Procedures in Internal Medicine
1037583	Cardiac CT Angiography
1037583	Cardiovascular Diseases
1037583	Coronary Artery Interventions
1037583	Critical Cardiac Care
1037583	Left Main Stenting
1037583	Patent Foramen Ovale Closure
1037583	Peripheral Artery Disease and Claudication
1037583	Peripheral Vascular Disease
1037583	Renal Artery Stenosis
1037585	Colorectal cancer screening
1037585	Eosinophilic gastrointestinal disorders
1037585	Esophageal Motility and Swallowing Disorders
1037585	Gastroesophageal Reflux Disease
1037585	General Gastroenterology
1037662	Anesthesiology
1037662	Critical Care
1037662	Neuroscience 
1037662	Respiratory Diseases
1037673	Bioinformatics 
1037673	Cardiovascular Diseases
1037673	Critical Cardiac Care
1037673	Maternal-Child Health
1037813	CRT Optimization Using Tissue Synchronization Imaging
1037813	Carotid Intima Medial Thickness
1037813	Diastolic Dysfunction
1037813	Valvular Heart Disease
1037814	Aortic Aneurysm
1037814	Atherosclerosis
1037814	Carotid Disease
1037814	Carotid Stenosis
1037814	Endovascular Surgery, Endarterectomy, Abdominal Aneurysm Repair, Stents, Stroke, Thoracic Aneurysm Repair, Carotid Surgery, Carotid Stents, Angioplasty, Aneurysm, Aortic Dissection
1037814	Vascular Biology
1037814	Vascular and interventional radiology
1037905	Plastic Surgery and Reconstructive Surgery
1037926	Asthma
1037926	Food Allergy
1037928	Behavioral Medicine
1037928	Brain, Nervous System
1037928	Child and Adolescent psychiatry
1037928	Drugs (clinical pharmacology)
1037928	Faculty Development
1037928	Neurology
1037928	Pediatric Neurology
1037928	Psychiatry
1037962	Cardiovascular Diseases
1037962	Cardiovascular Imaging
1037962	Radiology
1038130	Biostatistics
1038130	Epidemiology
1038130	Otolaryngology
1038130	Respiratory Diseases
1038180	Cardiovascular Diseases
1038180	Critical Cardiac Care
1038180	Palliative Care, Hospice
1038180	Pediatrics
1038702	Urology
1038726	Cancer: Liver
1038726	Fibrosis
1038726	Oncology
1038918	Arthritis
1038918	Physical activity
1038918	Public Health
1039131	Cardiac arrhythmias
1039265	Delirium
1039265	Depression
1039265	Neuroscience 
1039271	Director, Transplant Nephrology and Renal Transplant Fellowship
1039271	Immune Regulation
1039271	Immunology
1039271	Kidney
1039271	Transplantation
1039330	Electrophysiology
1039330	Epidemiology
1039330	Ophthalmology
1039479	Laser Surgery
1039479	Ophthalmology
1039486	Behavioral Biology
1039486	Biochemistry: Nucleic Acid
1039486	Biochemistry: Proteins
1039486	Developmental Neurobiology
1039486	Developmental genetics
1039486	Gene Regulation
1039486	Mood Disorders
1039486	Neuroscience 
1039527	Child and Adolescent psychiatry
1039527	Neuropsychology
1039527	Psychology
1039527	Psychometrics
1039530	Bacterial Pathogenesis
1039530	Microbial Pathogenesis
1039670	Acid-peptic diseases, clinical pharmacology of gastrointestinal disorders, systematic reviews and meta-analyses of healthcare interventions
1039670	Digestive System (including gallbladder and liver)
1039670	Drugs (clinical pharmacology)
1039677	Digestive System (including gallbladder and liver)
1039677	General gastroenterology
1039815	Biostatistics
1039815	Cancer: Prostate
1039815	Clinical Trial Methodology
1039815	Drugs (clinical pharmacology)
1039815	Epidemiology
1039815	Medicine
1039815	Preventive Medicine
1039815	Simulation
1039923	Angiogenesis
1039923	Cell Biology
1039923	Embryology
1039923	Kidney
1039923	Molecular Biology
1039923	Vascular Biology
1039923	effect of hypoxia on platelet-derived growth factor (PDGF)-B mediated interactions between endothelial and perivascular cells
1040000	Critical Care Outcomes
1040000	Healthcare Quality
1040000	Outcome measures
1040000	Patient Safety
1040000	Pediatrics
1040000	Resuscitation
1040000	Simulation
1040160	Regulation of alveolar fluid clearance and acute lung injury
1040637	Developmental Neurobiology
1040637	Gene Regulation
1040637	Genomics
1040637	Movement Control
1040637	Neurogenetics
1040637	Pathology
1040637	Transgenics
1040956	Cancer Pain
1040956	Pain
1040956	Pain Management
1040956	Palliative Care, Hospice
1041070	DNA Replication
1041070	Molecular Biology
1041070	Molecular Genetics
1041070	Viral Oncology
1041070	Virology
1041107	Airway Obstruction
1041107	Anesthesiology
1041107	Brain, Nervous System
1041107	Cervical Spine Surgery
1041107	Neurosurgery
1041107	Spinal Cord Injury
1041107	Spinal Cord Tumors
1041107	Spine Deformity
1041128	Biostatistics
1041128	Cancer Communications
1041128	Health Communications
1041128	Health Disparities
1041128	Health Literacy
1041128	Health Services Research
1041128	Patient reported outcomes
1041128	Surveys
1041130	Aging
1041130	Clinical Infometrics
1041130	Health Communications
1041130	Health Literacy
1041130	Health Services Research
1041130	Item Banking and Computerized Adaptive Testing
1041130	Item Response Theory / Rasch Measurement
1041130	Medical Informatics
1041130	Pain
1041130	Palliative Care, Hospice
1041130	Palliative and End-of-Life Care
1041130	Patient Safety
1041130	Patient-Reported Outcomes / Health-Related Quality of Life
1041142	Genetic Testing/Counseling
1041142	Genetics: Medical
1041142	Genomics
1041142	Health Services Research
1041142	Public Health
1041142	Qualitative research methods
1041142	Surveys
1041142	Underserved Medicine
1041268	Cancer: Breast
1041268	Radiology
1041441	Electrophysiology
1041441	Neuroscience 
1041441	Physiology
1041441	Rehabilitation/Therapy
1041463	Angiogenesis
1041463	Cardiovascular Diseases
1041463	Cell Adhesion Mechanisms
1041463	Cell Biology
1041463	Cell Imaging
1041463	Hypertension
1041463	Microscopy
1041463	Vascular Biology
1041493	Pathology
1041494	Developmental Neurobiology
1041494	Neurobiology
1041544	Cell Biology
1041544	Circulation
1041544	Hypertension
1041544	Pediatric Pulmonology
1041544	Vascular Biology
1041556	Bladder, Urinary Tract
1041556	Fetal Urology
1041556	Kidney
1041556	Nephrology
1041556	Pediatrics
1041556	Systemic Lupus Erythematosus
1041556	Transplantation
1041624	Spinal Cord Injury
1041733	Genetic Testing/Counseling
1041733	Genetics: Medical
1041733	Metabolism
1041733	Neurogenetics
1041762	Biotechnology
1041762	Gene Regulation
1041762	Gene Therapy
1041762	Ion Channels
1041762	Molecular Biology
1041762	Molecular Genetics
1041762	Recombinant DNA
1041762	Respiratory Diseases
1041909	Eyes
1041909	Ophthalmology
1041920	Angiogenesis
1041920	Apoptosis
1042081	Cancer Biology
1042081	Cancer: Brain and Nervous System
1042081	Stem Cells
1042149	Back, Spine
1042149	Cervical Spine Surgery
1042149	Neurosurgery
1042149	Spinal Column Injury
1042149	Spinal Column Tumors
1042149	Spinal Cord Injury
1042149	Spinal Cord Tumors
1042149	Surgical Education
1042273	Bioengineering                                        
1042273	Movement Control
1042273	Rehabilitation/Therapy
1042296	Apoptosis
1042296	Cancer: Blood (leukemia, lymphomas)
1042296	Cancer: Bone, Cartilage
1042296	Drug Discovery
1042296	Hodgkin disease, Non-Hodgkin's lymphoma (all sub-types/histologies including post-transplant lymphoma and CNS lymphoma), and stem cell transplantation
1042297	Breast Cancer
1042297	Cancer Genetics
1042297	breast cancer/ cancer genetics
1042299	Cancer: Digestive System (esophagus, stomach, colon, and rectum)
1042299	Colon cancer screening, viral hepatitis
1042299	Inflammatory Bowel Disease
1042299	Liver disease, pathobiology
1042315	Insulin Resistance
1042315	Polycystic Ovary Syndrome
1042402	Fatherhood
1042402	Global Health
1042402	Health Services Research
1042402	Maternal-Child Health
1042402	Men's Health
1042402	Pediatrics
1042418	General Internal Medicine
1042418	Primary Care
1042558	Anesthesiology
1042563	Emergency Medicine
1042563	Epidemiology
1042563	Global Health
1042563	Health Services Research
1042563	Infectious Diseases
1042563	Injury Prevention
1042563	Preventive Medicine
